irn,TAXON,ClaCurrentlyAccepted,currentName_irn,ClaKingdom,ClaPhylum,ClaSubphylum,ClaClass,ClaSubclass,ClaSuperorder,ClaOrder,ClaSuborder,ClaInfraorder,ClaSuperfamily,ClaFamily,ClaSubfamily,ClaTribe,ClaGenus,ClaSubgenus,ClaSpecies,ClaSubspecies,AutAuthorString,Ide2Qaulifier_tab,Ide2QualifierRank_tab
202099,Bythoscopus robustus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Bythoscopus,,robustus,,"Statz, 1950",,species
202417,Bythoscopus sepultus,No,202277,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Bythoscopus,,sepultus,,"(Meunier, 1920)",,species
119427,Bythoscopus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Bythoscopus,,,,,sp.,genus
202089,Deltocephalus aberrans,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Deltocephalus,,aberrans,,"Statz, 1950",,species
202090,Deltocephalus maculipennis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Deltocephalus,,maculipennis,,"Statz, 1950",,species
202094,Deltocephalus maculosus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Deltocephalus,,maculosus,,"Statz, 1950",,species
202095,Deltocephalus nervosus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Deltocephalus,,nervosus,,"Statz, 1950",,species
202096,Deltocephalus pennatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Deltocephalus,,pennatus,,"Statz, 1950",,species
202093,Deltocephalus robustus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Deltocephalus,,robustus,,"Statz, 1950",,species
202092,Deltocephalus rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Deltocephalus,,rottensis,,"Statz, 1950",,species
202091,Deltocephalus spinitibialis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Deltocephalus,,spinitibialis,,"Statz, 1950",,species
119424,Deltocephalus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Deltocephalus,,,,,sp.,genus
202088,Euscelis plateosus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Euscelis,,plateosus,,"Statz, 1950",,species
119423,Euscelis sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Euscelis,,,,,sp.,genus
202086,Gyponites abdominalis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Gyponites,,abdominalis,,"Statz, 1950",,species
202087,Gyponites pronota,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Gyponites,,pronota,,"Statz, 1950",,species
119422,Gyponites sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Gyponites,,,,,sp.,genus
202085,Idiocerus goeckei,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Idiocerus,,goeckei,,"Statz, 1950",,species
119421,Idiocerus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Idiocerus,,,,,sp.,genus
202084,Macropsis pectoralis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Macropsis,,pectoralis,,"Statz, 1950",,species
119420,Macropsis sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Macropsis,,,,,sp.,genus
207546,Miochlorotettix gibroni,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Miochlorotettix,,gibroni,,"Pierce, 1963",,species
207547,Miochlorotettix kirkbi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Miochlorotettix,,kirkbi,,"Pierce, 1963",,species
207545,Miochlorotettix sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Miochlorotettix,,,,,sp.,genus
207565,Miomesamia juliae,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Miomesamia,,juliae,,"Pierce, 1963",,species
207564,Miomesamia sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Miomesamia,,,,,sp.,genus
202083,Oligogypona haupti,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Oligogypona,,haupti,,"Statz, 1950",,species
119417,Oligogypona sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Oligogypona,,,,,sp.,genus
202082,Oligoidiocerus pronotumalis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Oligoidiocerus,,pronotumalis,,"Statz, 1950",,species
119416,Oligoidiocerus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Oligoidiocerus,,,,,sp.,genus
202081,Oligopenthimia ovalis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Oligopenthimia,,ovalis,,"Statz, 1950",,species
119415,Oligopenthimia sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Oligopenthimia,,,,,sp.,genus
202277,Oncopsis sepultus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Oncopsis,,sepultus,,"(Meunier, 1920)",,species
201942,Oncopsis sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Oncopsis,,,,,sp.,genus
202065,Paropia fortivenosa,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Paropia,,fortivenosa,,"Statz, 1950",,species
119402,Paropia sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Paropia,,,,,sp.,genus
207551,Phlepsius weissmanae,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Phlepsius,,weissmanae,,"Pierce, 1963",,species
207550,Phlepsius sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Phlepsius,,,,,sp.,genus
207549,Protochlorotettix calico,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Protochlorotettix,,calico,,"Pierce, 1963",,species
207548,Protochlorotettix sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Protochlorotettix,,,,,sp.,genus
202064,Tettigoniella capitata,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Tettigoniella,,capitata,,"Statz, 1950",,species
119401,Tettigoniella sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Tettigoniella,,,,,sp.,genus
202075,Thamnotettix ampliventris,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Thamnotettix,,ampliventris,,"Statz, 1950",,species
202077,Thamnotettix angustipennis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Thamnotettix,,angustipennis,,"Statz, 1950",,species
202078,Thamnotettix anthracinus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Thamnotettix,,anthracinus,,"Statz, 1950",,species
202080,Thamnotettix clypealis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Thamnotettix,,clypealis,,"Statz, 1950",,species
202079,Thamnotettix gracilentus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Thamnotettix,,gracilentus,,"Statz, 1950",,species
202076,Thamnotettix ustus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Thamnotettix,,ustus,,"Statz, 1950",,species
119413,Thamnotettix sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,Thamnotettix,,,,,sp.,genus
118564,Cicadellidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cicadellidae,,,,,,,,indet.,family
119412,Cixius sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cixiidae,,,Cixius,,,,,sp.,genus
202074,Hyalesthes rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cixiidae,,,Hyalesthes,,rottensis,,"Statz, 1950",,species
119411,Hyalesthes sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cixiidae,,,Hyalesthes,,,,,sp.,genus
118563,Cixiidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Cixiidae,,,,,,,,indet.,family
202073,Syromastes punctiventris,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Coreidae,,,Syromastes,,punctiventris,,"Statz & Wagner, 1950",,species
119409,Syromastes sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Coreidae,,,Syromastes,,,,,sp.,genus
118562,Coreidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Coreidae,,,,,,,,indet.,family
202418,Corixa elegans,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Corixidae,,,Corixa,,elegans,,"von Schlechtendal, 1894",,species
202072,Corixa rhenana,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Corixidae,,,Corixa,,rhenana,,"Statz, 1950",,species
202499,Corixa vidua,No,118561,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Corixidae,,,Corixa,,vidua,,"Statz, 1950",,species
119408,Corixa sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Corixidae,,,Corixa,,,,,sp.,genus
118561,Corixidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Corixidae,,,,,,,,indet.,family
202071,Crocistethus madens,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Cydnidae,,,Crocistethus,,madens,,"Statz & Wagner, 1950",,species
119407,Crocistethus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Cydnidae,,,Crocistethus,,,,,sp.,genus
202070,Cydnus picatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Cydnidae,,,Cydnus,,picatus,,"Statz & Wagner, 1950",,species
119406,Cydnus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Cydnidae,,,Cydnus,,,,,sp.,genus
202068,Sehirus lygaeus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Cydnidae,,,Sehirus,,lygaeus,,"Statz & Wagner, 1950",,species
202067,Sehirus paludosus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Cydnidae,,,Sehirus,,paludosus,,"Statz & Wagner, 1950",,species
202069,Sehirus spinitibialis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Cydnidae,,,Sehirus,,spinitibialis,,"Statz & Wagner, 1950",,species
119405,Sehirus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Cydnidae,,,Sehirus,,,,,sp.,genus
118560,Cydnidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Cydnidae,,,,,,,,indet.,family
202066,Delphax rhenana,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Delphacidae,,,Delphax,,rhenana,,"Statz, 1950",,species
119404,Delphax sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Delphacidae,,,Delphax,,,,,sp.,genus
118559,Delphacidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Delphacidae,,,,,,,,indet.,family
201920,Dinidoridae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Dinidoridae,,,,,,,,indet.,family
119403,Gerris sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Gerridae,,,Gerris,,,,,sp.,genus
118558,Gerridae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Gerridae,,,,,,,,indet.,family
207511,Draycotia cordovae,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,,Incertae sedis,,,Draycotia,,cordovae,,"Pierce, 1948",,species
207510,Draycotia sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,,Incertae sedis,,,Draycotia,,,,,sp.,genus
207512,Incertae sedis indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,,Incertae sedis,,,,,,,,indet.,family
118557,Jassidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Auchenorrhyncha,,,Jassidae,,,,,,,,indet.,family
202063,Chilacis univestis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Chilacis,,univestis,,"Statz & Wagner, 1950",,species
119400,Chilacis sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Chilacis,,,,,sp.,genus
202062,Drymus punctatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Drymus,,punctatus,,"Statz & Wagner, 1950",,species
119399,Drymus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Drymus,,,,,sp.,genus
119397,Heterogasterine sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Heterogasterine,,,,,sp.,genus
202061,Ischnodemus rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Ischnodemus,,rottensis,,"Statz & Wagner, 1950",,species
119396,Ischnodemus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Ischnodemus,,,,,sp.,genus
202060,Lygaeosoma wagneri,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Lygaeosoma,,wagneri,,"Statz & Wagner, 1950",,species
119394,Lygaeosoma sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Lygaeosoma,,,,,sp.,genus
207299,Miogonates subimpunctatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Miogonates,,subimpunctatus,,"Sailer & Carvalho in Palmer, 1957",,species
207298,Miogonates sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Miogonates,,,,,sp.,genus
202059,Pionosomus pusillus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Pionosomus,,pusillus,,"Statz & Wagner, 1950",,species
119393,Pionosomus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Pionosomus,,,,,sp.,genus
207295,Procymophyes lithax,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Procymophyes,,lithax,,"Sailer & Carvalho in Palmer, 1957",,species
207294,Procymophyes sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Procymophyes,,,,,sp.,genus
202058,Raglius austerus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Raglius,,austerus,,"Statz & Wagner, 1950",,species
202057,Raglius decoratus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Raglius,,decoratus,,"Statz & Wagner, 1950",,species
202056,Raglius pulchellus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Raglius,,pulchellus,,"Statz & Wagner, 1950",,species
119392,Raglius sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Raglius,,,,,sp.,genus
202055,Scolopostethus statzi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Scolopostethus,,statzi,,"Statz & Wagner, 1950",,species
119391,Scolopostethus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,Scolopostethus,,,,,sp.,genus
118556,Lygaeidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Lygaeidae,,,,,,,,indet.,family
202052,Calocoris antennatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Miridae,,,Calocoris,,antennatus,,"Statz & Wagner, 1950",,species
119389,Calocoris sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Miridae,,,Calocoris,,,,,sp.,genus
119398,Heterocordylus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Miridae,,,Heterocordylus,,,,,sp.,genus
202051,Lygus oligocaenica,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Miridae,,,Lygus,,oligocaenica,,"Statz & Wagner, 1950",,species
119388,Lygus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Miridae,,,Lygus,,,,,sp.,genus
202054,Trapezonotus riguus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Miridae,,,Trapezonotus,,riguus,,"Statz & Wagner, 1950",,species
202053,Trapezonotus striatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Miridae,,,Trapezonotus,,striatus,,"Statz & Wagner, 1950",,species
119390,Trapezonotus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Miridae,,,Trapezonotus,,,,,sp.,genus
118555,Miridae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Miridae,,,,,,,,indet.,family
202314,Ilyocoris rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Naucoridae,,,Ilyocoris,,rottensis,,"(Schlechtendal, 1899)",,species
201968,Ilyocoris sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Naucoridae,,,Ilyocoris,,,,,sp.,genus
202473,Naucoris rottensis,No,202314,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Naucoridae,,,Naucoris,,rottensis,,"(von Schlechtendal, 1899)",,species
202425,Naucoris sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Naucoridae,,,Naucoris,,,,,sp.,genus
118554,Naucoridae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Naucoridae,,,,,,,,indet.,family
206910,Ranatra asphalti,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Nepidae,,,Ranatra,,asphalti,,"Pierce, 1948",,species
206909,Ranatra bessomi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Nepidae,,,Ranatra,,bessomi,,"Pierce, 1948",,species
206908,Ranatra sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Nepidae,,,Ranatra,,,,,sp.,genus
206907,Nepidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Nepidae,,,,,,,,indet.,family
202315,Anisops deichmuelleri,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Anisops,,deichmuelleri,,"(Schlechtendal, 1894)",,species
201969,Anisops sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Anisops,,,,,sp.,genus
207431,Notonecta comata,No,202315,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Notonecta,,comata,,"Schlechtendal, 1881",,species
206781,Notonecta deichmuelleri,No,202315,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Notonecta,,deichmuelleri,,"Schlechtendal, 1894",,species
206792,Notonecta harnacki,Unknown,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Notonecta,,harnacki,,,,species
202050,Notonecta jubata,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Notonecta,,jubata,,"Schlechtendal, 1894",,species
206782,Notonecta navicula,No,202315,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Notonecta,,navicula,,"Schlechtendal, 1894",,species
202049,Notonecta primaeva,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Notonecta,,primaeva,,"(Heyden, 1859)",,species
206791,Notonecta rottensis,Unknown,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Notonecta,,rottensis,,,,species
119385,Notonecta sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Notonecta,,,,,sp.,genus
202048,Soevenia heydeni,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Soevenia,,heydeni,,"(Deichmuller, 1881)",,species
119384,Soevenia sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,Soevenia,,,,,sp.,genus
118552,Notonectidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Notonectidae,,,,,,,,indet.,family
119383,Dinidorine sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Pentatomidae,,,Dinidorine,,,,,sp.,genus
118551,Pentatomidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Pentatomidae,,,,,,,,indet.,family
202517,Pentatomine indet.,No,118551,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,,,,Pentatomine,,,,,,,,indet.,family
202047,Pyrrhocoris tibialis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Pyrrhocoridae,,,Pyrrhocoris,,tibialis,,"Statz & Wagner, 1950",,species
119381,Pyrrhocoris sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Pyrrhocoridae,,,Pyrrhocoris,,,,,sp.,genus
118550,Pyrrhocoridae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Pyrrhocoridae,,,,,,,,indet.,family
202046,Rhinocoris michalki,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Reduviidae,,,Rhinocoris,,michalki,,"Statz & Wagner, 1950",,species
119380,Rhinocoris sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Reduviidae,,,Rhinocoris,,,,,sp.,genus
118549,Reduviidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Reduviidae,,,,,,,,indet.,family
202044,Oligosaldina aquatilis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Saldidae,,,Oligosaldina,,aquatilis,,"Statz & Wagner, 1950",,species
202043,Oligosaldina rhenana,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Saldidae,,,Oligosaldina,,rhenana,,"Statz & Wagner, 1950",,species
202045,Oligosaldina rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Heteroptera,,,Saldidae,,,Oligosaldina,,rottensis,,"Statz & Wagner, 1950",,species
