SitSiteNumber,WEBSITE - accno
13001,L.2213.86-76
13002,L.2213.86-76
12807,L.2213.86-76
13004,L.2213.86-76
13005,L.2213.86-76
13003,L.2213.86-76
946,L.2586.68-1
947,L.2586.68-1
948,L.2586.68-1
949,L.2586.68-1
950,L.2586.68-1
951,L.2586.68-1
952,L.2586.68-1
1034,L.2586.68-1
1036,L.2586.68-1
13261,L.2213.86-76
13362,L.2213.86-76
13363,L.2213.86-76
13364,L.2213.86-76
13365,L.2213.86-76
13366,L.2213.86-76
29641,L.2213.86-76
29644,L.2213.86-76
42116,
8978,L.2059
4908,
943,L.2586.68-1
992,L.2586.68-1
8979,L.2059
8983,L.2059
8984,L.2059
8985,L.2059
8986,L.2059
8987,L.2059
9012,L.2059
10062,L.2059
2119,L.2586.84-2
2550,F.A.592.72-3
953,L.2586.68-1
968,L.2586.68-1
969,L.2586.68-1
970,L.2586.68-1
974,L.2586.68-1
975,L.2586.68-1
1014,L.2586.68-1
1015,L.2586.68-1
1050,L.2586.68-1
2566,
2567,
6143,
11679,
6334,A.10846.84-2
10107,L.2059
9794,L.2059
10580,L.2213.86-76
29154,L.2213.86-76
29156,L.2213.86-76
29226,L.2213.86-76
10579,L.2213.86-76
9776,L.2059
9777,L.2059
9778,L.2059
10650,L.2213.86-76
11826,L.2059
22524,L.2213.86-76
8089,L.2059
8091,L.2059
8092,L.2059
6332,A.10846.84-2
17535,
29225,L.2213.86-76
8090,L.2059
11619,F.A.2772.87-2
29153,L.2213.86-76
29155,L.2213.86-76
8290,L.2059
9633,L.2059
9634,L.2059
9635,L.2059
9636,L.2059
9637,L.2059
9638,L.2059
9639,L.2059
9640,L.2059
9641,L.2059
9642,L.2059
9643,L.2059
4171,A.6317.53-1
13014,L.2213.86-76
13152,L.2213.86-76
13154,L.2213.86-76
24750,L.2213.86-76
24751,L.2213.86-76
9502,L.2059
12345,A.11154.88-1
13006,L.2213.86-76
13007,L.2213.86-76
13008,L.2213.86-76
839,L.2586.68-1
871,L.2586.68-1
873,L.2586.68-1
874,L.2586.68-1
879,L.2586.68-1
890,L.2586.68-1
891,L.2586.68-1
897,L.2586.68-1
898,L.2586.68-1
901,L.2586.68-1
902,L.2586.68-1
906,L.2586.68-1
1003,L.2586.68-1
2145,L.2586.84-2
2146,L.2586.84-2
4086,A.6355.53-1
4207,
4208,
4209,
4210,
4237,A.1488
9467,L.2059
9495,L.2059
9496,L.2059
9497,L.2059
9499,L.2059
13009,L.2213.86-76
13010,L.2213.86-76
13011,L.2213.86-76
13012,L.2213.86-76
13013,L.2213.86-76
13015,L.2213.86-76
13016,L.2213.86-76
13017,L.2213.86-76
23235,L.2213.86-76
29901,L.2213.86-76
589,A.8430.68-5
5190,P.285.57-1
9491,L.2059
9493,L.2059
13022,L.2213.86-76
23228,L.2213.86-76
23229,L.2213.86-76
23232,L.2213.86-76
23233,L.2213.86-76
23241,L.2213.86-76
23242,L.2213.86-76
23253,L.2213.86-76
23256,L.2213.86-76
24724,L.2213.86-76
24732,L.2213.86-76
882,L.2586.68-1
895,L.2586.68-1
903,L.2586.68-1
905,L.2586.68-1
2161,L.2586.84-2
4174,L.2586.68-1
4220,
4221,
4225,
9468,L.2059
9494,L.2059
13018,L.2213.86-76
13019,L.2213.86-76
13020,L.2213.86-76
13021,L.2213.86-76
13023,L.2213.86-76
13024,L.2213.86-76
13025,L.2213.86-76
13026,L.2213.86-76
13027,L.2213.86-76
13028,L.2213.86-76
13029,L.2213.86-76
24734,L.2213.86-76
24735,L.2213.86-76
24752,L.2213.86-76
28625,L.2213.86-76
3604,
3605,A.5499
4233,
9479,L.2059
9480,L.2059
9540,L.2059
2061,L.2586.84-2
3596,
3597,
3602,
4085,A.2153
9051,L.2059
9054,L.2059
9055,L.2059
9154,L.2059
9047,L.2059
9056,L.2059
17121,L.2213.86-76
22449,L.2213.86-76
6416,L.2586.84-2
6417,L.2586.84-2
9049,L.2059
9158,L.2059
872,L.2586.68-1
893,L.2586.68-1
2104,L.2586.84-2
3989,A.1488
5262,
9043,L.2059
9045,L.2059
9046,L.2059
9050,L.2059
9059,L.2059
13409,L.2213.86-76
13410,L.2213.86-76
13411,L.2213.86-76
29789,L.2213.86-76
4274,A.5349
13153,L.2213.86-76
17120,L.2213.86-76
588,A.8430.68-5
590,A.8430.68-5
594,A.8430.68-5
595,A.8430.68-5
887,L.2586.68-1
899,L.2586.68-1
2083,L.2586.84-2
2147,L.2586.84-2
2148,L.2586.84-2
2149,L.2586.84-2
2151,L.2586.84-2
2158,L.2586.84-2
2160,L.2586.84-2
2169,L.2586.84-2
4084,A.535
4168,A.3373
4214,P.285.57-1
4215,
4216,
4219,A.5858
4222,
4223,A.5858
4224,P.285.57-1
4232,A.369
4234,
4235,A.271
4236,A.121
6046,F.A.2310.81-1
9473,L.2059
9474,L.2059
9475,L.2059
9476,L.2059
9477,L.2059
9507,L.2059
9508,L.2059
9509,L.2059
9510,L.2059
9511,L.2059
9512,L.2059
9513,L.2059
9515,L.2059
9516,L.2059
9517,L.2059
9518,L.2059
9519,L.2059
9520,L.2059
9521,L.2059
9522,L.2059
9523,L.2059
9524,L.2059
9525,L.2059
9526,L.2059
9527,L.2059
9528,L.2059
9529,L.2059
9530,L.2059
9531,L.2059
9532,L.2059
9533,L.2059
9534,L.2059
9535,L.2059
12282,A.11154.88-1
12349,A.11154.88-1
13033,L.2213.86-76
13034,L.2213.86-76
13035,L.2213.86-76
13036,L.2213.86-76
13037,L.2213.86-76
13038,L.2213.86-76
13039,L.2213.86-76
13040,L.2213.86-76
13041,L.2213.86-76
13042,L.2213.86-76
13043,L.2213.86-76
13044,L.2213.86-76
13045,L.2213.86-76
13046,L.2213.86-76
13047,L.2213.86-76
13048,L.2213.86-76
13049,L.2213.86-76
13050,L.2213.86-76
13051,L.2213.86-76
13052,L.2213.86-76
13064,L.2213.86-76
13066,L.2213.86-76
13067,L.2213.86-76
13068,L.2213.86-76
13069,L.2213.86-76
13071,L.2213.86-76
13072,L.2213.86-76
13073,L.2213.86-76
13074,L.2213.86-76
13075,L.2213.86-76
17122,L.2213.86-76
22450,L.2213.86-76
22468,L.2213.86-76
23243,L.2213.86-76
23244,L.2213.86-76
23245,L.2213.86-76
23246,L.2213.86-76
23247,L.2213.86-76
23254,L.2213.86-76
23255,L.2213.86-76
23260,L.2213.86-76
23281,L.2213.86-76
24723,L.2213.86-76
24730,L.2213.86-76
24731,L.2213.86-76
24736,L.2213.86-76
24748,L.2213.86-76
24753,L.2213.86-76
26287,L.2213.86-76
28622,L.2213.86-76
28623,L.2213.86-76
28624,L.2213.86-76
29902,L.2213.86-76
42087,
42161,
42317,
4577,P.408.60
892,L.2586.68-1
13158,L.2213.86-76
23355,L.2213.86-76
883,L.2586.68-1
886,L.2586.68-1
3595,A.5858
3598,P.408.60
13076,L.2213.86-76
3600,A.5349
4170,
4172,
598,A.8430.68-5
600,A.8430.68-5
601,A.8430.68-5
614,A.8430.68-5
1320,A.7948.70-275
2229,L.2586.84-2
3599,
3609,A.5858.55-1
3610,A.5858.55-1
3611,A.5858.55-1
3612,A.5858
3613,A.6564.54-1
3614,
3615,
3616,P.408.60
3617,P.285.57-1
3618,
3619,A.8709.66-12
3620,
3621,
4551,A.7948.73
5649,A.10406.78-1
6091,F.A.2310.81-1
6759,F.A.109.83-3
6760,F.A.109.83-3
9039,L.2059
9040,L.2059
9041,L.2059
9042,L.2059
11620,F.A.2772.87-2
13391,L.2213.86-76
13392,L.2213.86-76
13393,L.2213.86-76
13394,L.2213.86-76
13395,L.2213.86-76
13396,L.2213.86-76
13397,L.2213.86-76
13398,L.2213.86-76
13399,L.2213.86-76
13400,L.2213.86-76
13401,L.2213.86-76
13402,L.2213.86-76
22373,L.2213.86-76
22416,L.2213.86-76
22435,L.2213.86-76
23332,L.2213.86-76
29671,L.2213.86-76
29895,L.2213.86-76
42157,
42158,
42159,
1354,L.2100.P.1-5
4076,
4077,P.285.57-1
4078,P.285.57-1
4079,P.285.57-1
4080,P.285.57-1
4081,P.285.57-1
4082,P.285.57-1
9155,L.2059
29693,L.2213.86-76
592,A.8430.68-5
2166,L.2586.84-2
878,L.2586.68-1
896,L.2586.68-1
2171,L.2586.84-2
4083,
6045,F.A.2310.81-1
9388,L.2059
9389,L.2059
9501,L.2059
12283,A.11154.88-1
12348,A.11154.88-1
12351,A.11154.88-1
13077,L.2213.86-76
13155,L.2213.86-76
13156,L.2213.86-76
23331,L.2213.86-76
42427,
4173,A.6564
9048,L.2059
13443,L.2213.86-76
3603,A.6890
591,A.8430.68-5
888,L.2586.68-1
2173,L.2586.84-2
4212,
9498,L.2059
13078,L.2213.86-76
13079,L.2213.86-76
13157,L.2213.86-76
13160,L.2213.86-76
23240,L.2213.86-76
12563,A.11154.88-1
9057,L.2059
880,L.2586.68-1
9053,L.2059
9052,L.2059
13405,L.2213.86-76
900,L.2586.68-1
8860,L.2059
586,A.8430.68-5
587,A.8430.68-5
884,L.2586.68-1
904,L.2586.68-1
3601,A.74.52-2
4167,A.1488
4175,A.6
4206,
4213,L.1211
4217,P.408.60
4218,P.408.60
4226,A.3005
4227,A.3052
4228,A.3052
4229,A.3052
4238,L.1211
4710,A.6617.54
9469,L.2059
9470,L.2059
9472,L.2059
9478,L.2059
9489,L.2059
13080,L.2213.86-76
13081,L.2213.86-76
13082,L.2213.86-76
13083,L.2213.86-76
13084,L.2213.86-76
13085,L.2213.86-76
13086,L.2213.86-76
13087,L.2213.86-76
13088,L.2213.86-76
13089,L.2213.86-76
13090,L.2213.86-76
13091,L.2213.86-76
13161,L.2213.86-76
23230,L.2213.86-76
23234,L.2213.86-76
23250,L.2213.86-76
23251,L.2213.86-76
23252,L.2213.86-76
24749,L.2213.86-76
42160,
9157,L.2059
2344,
15081,L.2213.86-76
15093,L.2213.86-76
15179,L.2213.86-76
15240,L.2213.86-76
26264,L.2213.86-76
31145,L.2213.86-76
31146,L.2213.86-76
2552,F.A.13.72
2707,
4245,A.5858.55-1
4246,A.5858.55-1
4259,
4260,A.5858.55-1
8865,L.2059
9561,L.2059
9562,L.2059
12505,A.11154.88-1
12513,A.11154.88-1
12677,L.2213.86-76
12948,L.2213.86-76
12949,L.2213.86-76
12950,L.2213.86-76
22363,L.2213.86-76
22662,L.2213.86-76
23277,L.2213.86-76
23279,L.2213.86-76
23280,L.2213.86-76
28600,L.2213.86-76
29249,L.2213.86-76
42082,
42099,
42100,
42101,
42102,
42103,
42301,
8850,L.2059
9107,L.2059
9109,L.2059
9563,L.2059
12680,A.11154.88-1
12686,A.11154.88-1
13430,L.2213.86-76
23275,L.2213.86-76
23276,L.2213.86-76
15269,L.2213.86-76
30092,L.2213.86-76
31349,
622,A.8430.68-5
12958,L.2213.86-76
3588,
5456,P.1030.77-1
9089,L.2059
13406,L.2213.86-76
13407,L.2213.86-76
13424,L.2213.86-76
23282,L.2213.86-76
28573,L.2213.86-76
29681,L.2213.86-76
29858,L.2213.86-76
29861,L.2213.86-76
42107,
42108,
42109,
42110,
42111,
42112,
42114,
4748,A.6439.56-1
4023,P.408.92
4025,
13425,L.2213.86-76
13426,L.2213.86-76
13427,L.2213.86-76
13429,L.2213.86-76
23270,L.2213.86-76
23272,L.2213.86-76
23300,L.2213.86-76
13428,L.2213.86-76
29661,L.2213.86-76
1368,P.408.60
1364,
8839,L.2059
8840,L.2059
12786,L.2213.86-76
42362,
1360,
2134,L.2586.84-2
2677,P.900.72-1
5442,P.1030.77-1
9113,L.2059
9114,L.2059
12951,L.2213.86-76
22398,L.2213.86-76
1145,
12689,A.11154.88-1
2807,
15267,L.2213.86-76
15268,L.2213.86-76
15270,L.2213.86-76
9108,L.2059
12679,A.11154.88-1
12681,A.11154.88-1
12682,L.2213.86-76
13435,L.2213.86-76
13436,L.2213.86-76
13527,L.2213.86-76
13528,L.2213.86-76
23271,L.2213.86-76
23273,L.2213.86-76
5177,P.996.76-1
2133,L.2586.84-2
2159,L.2586.84-2
2205,L.2586.84-2
3586,
3589,A.5858.55-1
4261,A.5858.55-1
5386,A.10121.77-5
5955,A.10468.80-3
8909,L.2059
8910,L.2059
8911,L.2059
8912,L.2059
8913,L.2059
8914,L.2059
9087,L.2059
9088,L.2059
11807,A.10468.88-7
12514,A.11154.88-1
12683,A.11154.88-1
12688,A.11154.88-1
12692,A.11154.88-1
12952,L.2213.86-76
12953,L.2213.86-76
12954,L.2213.86-76
13408,L.2213.86-76
13412,L.2213.86-76
13413,L.2213.86-76
13414,L.2213.86-76
13415,L.2213.86-76
13416,L.2213.86-76
16286,L.2213.86-76
22364,L.2213.86-76
25735,L.2213.86-76
28575,L.2213.86-76
29680,L.2213.86-76
29682,L.2213.86-76
29683,L.2213.86-76
42104,
42113,
6037,F.A.2310.81-1
9111,L.2059
13431,L.2213.86-76
13432,L.2213.86-76
13433,L.2213.86-76
13434,L.2213.86-76
23274,L.2213.86-76
29855,L.2213.86-76
29865,L.2213.86-76
6038,F.A.2310.81-1
8852,L.2059
22443,L.2213.86-76
2130,L.2586.84-2
12757,L.2213.86-76
12764,L.2213.86-76
12765,L.2213.86-76
12766,L.2213.86-76
1328,A.9330.70-1
12759,L.2213.86-76
12760,L.2213.86-76
12761,L.2213.86-76
12763,L.2213.86-76
12767,L.2213.86-76
12768,L.2213.86-76
12769,L.2213.86-76
12770,L.2213.86-76
12771,L.2213.86-76
9112,L.2059
12363,A.11154.88-1
13437,L.2213.86-76
4024,A.8018.63-1
579,A.8430.68-5
2082,L.2586.84-2
2131,L.2586.84-2
2132,L.2586.84-2
3587,P.408.60
4181,
8145,
8846,L.2059
8848,L.2059
8898,L.2059
8899,L.2059
8900,L.2059
8901,L.2059
8902,L.2059
9110,L.2059
9560,L.2059
12032,A.11154.88-1
12687,A.11154.88-1
12754,L.2213.86-76
12755,L.2213.86-76
12756,L.2213.86-76
12758,L.2213.86-76
12762,L.2213.86-76
12772,L.2213.86-76
12776,L.2213.86-76
12777,L.2213.86-76
12957,L.2213.86-76
13441,L.2213.86-76
13442,L.2213.86-76
22400,L.2213.86-76
22401,L.2213.86-76
22459,L.2213.86-76
23278,L.2213.86-76
28574,L.2213.86-76
29758,L.2213.86-76
29778,L.2213.86-76
42105,
42106,
42115,
9092,L.2059
8849,L.2059
8842,L.2059
12774,L.2213.86-76
23269,L.2213.86-76
1362,P.E.227.54-3
1366,P.E.227.54-3
4026,
4263,A.5858.55-1
8847,L.2059
8851,L.2059
12773,L.2213.86-76
12775,L.2213.86-76
12778,L.2213.86-76
12779,L.2213.86-76
12780,L.2213.86-76
16188,L.2213.86-76
23283,L.2213.86-76
620,A.8430.68-5
1357,P.E.227.54-3
1359,P.285.57-1
1361,P.E.227.54-3
1367,P.285.57-1
8843,L.2059
8844,L.2059
8845,L.2059
12781,L.2213.86-76
12782,L.2213.86-76
12783,L.2213.86-76
12784,L.2213.86-76
12785,L.2213.86-76
22368,L.2213.86-76
22442,L.2213.86-76
23262,L.2213.86-76
23263,L.2213.86-76
23284,L.2213.86-76
26928,L.2213.86-76
28599,L.2213.86-76
29860,L.2213.86-76
10244,L.2059
25216,L.2213.86-76
25217,L.2213.86-76
29905,L.2213.86-76
665,L.2586.68-1
3010,A.1862
41480,F.A.3809.2001-1
403,
3140,
5522,A.6440.77-5
5523,A.6440.77-5
5537,A.9930.77-3
5538,A.9930.77-3
5887,A.9930.80-24
10041,L.2059
12388,L.2059
12389,A.11154.88-1
15342,L.2213.86-76
15350,L.2213.86-76
15649,A.10468.92-20
22553,L.2213.86-76
29919,L.2213.86-76
29920,L.2213.86-76
4939,
5047,A.7948.75-284
5788,A.9423.78-23
5962,P.1123.81-1
6941,F.P.4.84-116
7970,L.2059
10042,L.2059
10043,L.2059
15337,L.2213.86-76
16285,
20152,L.2213.86-76
21437,L.2213.86-76
22358,L.2213.86-76
22552,L.2213.86-76
22554,L.2213.86-76
24621,L.2213.86-76
25900,L.2213.86-76
2639,
2640,
2997,A.5858.53-7
3231,A.5858.53-7
3232,A.5858.53-7
3236,A.5858.53-7
3237,A.5858.53-7
3950,
3951,
4115,
4116,A.6093.52
5088,
10138,L.2059
22664,L.2213.86-76
28627,L.2213.86-76
28628,L.2213.86-76
29915,L.2213.86-76
29972,L.2213.86-76
41221,F.A.3809.2001-1
2633,
2636,A.9127.74-9
3003,A.5858.53-7
3009,A.5858.53-7
3213,A.5858.53-7
5087,
5090,A.E.75-9
5512,A.6440.77-5
5513,A.6440.77-5
5514,A.6440.77-5
7975,L.2059
10139,L.2059
22352,L.2213.86-76
22405,L.2213.86-76
22594,L.2213.86-76
40154,F.A.3809.2001-1
40155,F.A.3809.2001-1
1280,A.6440.70-3
1281,A.6440.70-3
1282,A.6440.70-3
1283,A.6440.70-3
5661,A.9930.78-16
6162,A.10732.82-1
6163,A.10732.82-1
6164,A.10732.82-1
6165,A.10732.82-1
6166,A.10732.82-1
6167,A.10732.82-1
15800,L.2213.86-76
24669,L.2213.86-76
25949,L.2213.86-76
26328,L.2213.86-76
26329,L.2213.86-76
3948,
5085,
5568,A.9789.77-5
5600,A.9127.78-39
5886,
18554,F.A. 3971.2004-1
18555,F.A. 3971.2004-1
18559,F.A. 3971.2004-1
18560,F.A. 3971.2004-1
18561,F.A. 3971.2004-1
40151,F.A.3809.2001-1
2641,
3947,
3949,
3960,
4117,A.5858.53-7
4470,
5084,
5086,
5469,A.10280.77-1
5511,A.6440.77-5
5532,A.6440.77-5
5601,A.9127.78-39
12171,A.11154.88-1
12172,A.11154.88-1
12173,A.11154.88-1
12174,A.11154.88-1
18556,F.A. 3971.2004-1
18557,F.A. 3971.2004-1
18558,F.A. 3971.2004-1
18562,F.A. 3971.2004-1
18563,F.A. 3971.2004-1
18564,F.A. 3971.2004-1
18565,F.A. 3971.2004-1
25159,L.2213.86-76
11959,A.11182.89-1
7206,L.2059
7207,L.2059
7208,L.2059
7209,L.2059
7210,L.2059
7211,L.2059
22360,L.2213.86-76
22361,L.2213.86-76
22362,L.2213.86-76
22559,L.2213.86-76
26275,L.2213.86-76
26276,L.2213.86-76
29228,L.2213.86-76
29916,L.2213.86-76
17654,
17655,
5682,A.9844.78-4
5683,A.9844.78-4
9936,L.2213.86-76
10235,L.2059
10236,L.2059
10237,L.2059
10238,L.2059
10239,L.2059
10240,L.2059
10241,L.2059
10242,L.2059
10243,L.2059
10245,L.2059
12524,L.2213.86-76
12528,L.2213.86-76
24668,L.2213.86-76
25396,L.2213.86-76
25397,L.2213.86-76
25398,L.2213.86-76
25937,L.2213.86-76
25938,L.2213.86-76
25939,L.2213.86-76
25940,L.2213.86-76
25942,L.2213.86-76
25943,L.2213.86-76
25944,L.2213.86-76
25945,L.2213.86-76
25946,L.2213.86-76
25947,L.2213.86-76
25948,L.2213.86-76
25950,L.2213.86-76
25951,L.2213.86-76
27281,L.2213.86-76
28787,L.2213.86-76
30061,L.2213.86-76
25941,L.2213.86-76
25987,L.2213.86-76
25988,L.2213.86-76
25989,L.2213.86-76
2343,
5524,A.6440.77-5
10363,L.2059
10903,L.2059
15804,L.2213.86-76
15805,L.2213.86-76
15806,L.2213.86-76
15807,L.2213.86-76
15840,L.2213.86-76
15861,L.2213.86-76
24252,L.2213.86-76
25272,L.2213.86-76
25425,L.2213.86-76
25426,L.2213.86-76
25427,L.2213.86-76
25428,L.2213.86-76
25429,L.2213.86-76
25430,L.2213.86-76
26235,L.2213.86-76
26306,L.2213.86-76
26307,L.2213.86-76
26315,L.2213.86-76
27283,L.2213.86-76
27284,L.2213.86-76
27288,L.2213.86-76
27289,L.2213.86-76
29183,L.2213.86-76
29233,L.2213.86-76
24670,L.2213.86-76
3234,A.6468.53-1
4767,
3138,A.5858.53-7
12643,L.2059
15335,L.2213.86-76
15336,L.2213.86-76
2637,
2996,
2998,
3001,
3004,
3005,A.5858.53-7
3006,A.5858.53-7
3007,
5278,A.E.75-9
5517,A.6440.77-5
5518,A.6440.77-5
5520,A.6440.77-5
5521,A.6440.77-5
5789,A.9423.78-23
5793,A.9127.78-42
6922,
10967,
11641,A.11102.87-1
11903,P.1159.82-1
22560,L.2213.86-76
22561,L.2213.86-76
22591,L.2213.86-76
22593,L.2213.86-76
25205,L.2213.86-76
25206,L.2213.86-76
25476,L.2213.86-76
25478,L.2213.86-76
29120,L.2213.86-76
2638,
2999,
3000,A.5858.53-7
3002,
3141,A.7793.61-1
3149,
3952,
5089,
5515,A.6440.77-5
5516,A.6440.77-5
5519,A.6440.77-5
5542,
5660,A.9930.78-16
5894,A.6440.80-1
6002,
6003,
6004,
6133,
6135,
6148,
6149,
6929,A.6440.84-2
6980,P.1123.81-1
7744,A.10953.85-1
10354,L.2059
10892,F.P.4.87-12
11636,A.11102.87-1
11637,A.11102.87-1
11638,A.11102.87-1
11639,A.11102.87-1
11640,A.11102.87-1
11642,A.11102.87-1
11643,A.11102.87-1
11644,A.11102.87-1
11645,A.11102.87-1
11646,A.11102.87-1
11692,P.1159.82-1
21358,L.2213.86-76
21359,L.2213.86-76
21435,L.2213.86-76
21436,L.2213.86-76
21443,L.2213.86-76
22562,L.2213.86-76
22599,L.2213.86-76
25207,L.2213.86-76
25208,L.2213.86-76
25327,L.2213.86-76
25328,L.2213.86-76
25906,L.2213.86-76
25907,L.2213.86-76
25914,L.2213.86-76
4765,P.300.57-35
21361,L.2213.86-76
54,
3233,
21444,L.2213.86-76
21445,L.2213.86-76
22592,L.2213.86-76
405,
3137,A.5858.53-7
22547,L.2213.86-76
22548,L.2213.86-76
22549,L.2213.86-76
25901,L.2213.86-76
25915,L.2213.86-76
41222,F.A.3809.2001-1
5048,A.9423.75-10
5290,A.10198.76-1
5806,A.10250.79-14
6105,L.2059.72-23
22550,L.2213.86-76
23342,L.2213.86-76
25916,L.2213.86-76
4543,
4544,
4545,
4546,
4547,
4548,
4549,
10961,L.2213.86-76
12525,L.2213.86-76
15898,L.2213.86-76
26168,L.2213.86-76
26992,L.2213.86-76
21360,L.2213.86-76
1411,L.1211
4469,A.5991.50-2
13538,L.2213.86-76
13539,L.2213.86-76
1412,L.1211
4090,L.1211
42133,
695,L.2586.68-1
696,L.2586.68-1
721,L.2586.68-1
42089,
13455,L.2213.86-76
13456,L.2213.86-76
617,A.8430.68-5
624,A.8430.68-5
4329,A.5858.55-1
4330,A.5858.55-1
12341,A.11154.88-1
12809,L.2213.86-76
12810,L.2213.86-76
12811,L.2213.86-76
12813,L.2213.86-76
42132,
42299,
1402,L.1211
1407,L.1211
11597,F.A.2772.87-2
12956,L.2213.86-76
29755,L.2213.86-76
42134,
623,A.8430.68-5
625,A.8430.68-5
626,A.8430.68-5
4578,A.6564.54-3
9074,L.2059
13542,L.2213.86-76
42130,
42131,
42310,
12125,L.2059
692,L.2586.68-1
693,L.2586.68-1
694,L.2586.68-1
697,L.2586.68-1
699,L.2586.68-1
710,L.2586.68-1
737,L.2586.68-1
2114,L.2586.84-2
3658,A.1914
10577,L.2213.86-76
7395,L.2059
9792,L.2059
9793,L.2059
8251,L.2059
6329,A.10846.84-2
3026,L.2100.P.1-5
4118,L.2100.P.1-5
4490,L.2100.P.1-5
4515,L.2100.P.1-5
4516,L.2100.P.1-5
6325,A.10846.84-2
6326,A.10846.84-2
6327,A.10846.84-2
6328,A.10846.84-2
6330,A.10846.84-2
6331,A.10846.84-2
6339,A.10846.84-2
6477,A.10846.84-2
10566,L.2133.86-76
10567,L.2133.86-76
10568,L.2133.86-76
10569,L.2133.86-76
12384,L.2100.P.1-5
30170,L.2213.86-76
30171,L.2213.86-76
15838,L.2213.86-76
9791,L.2059
1108,A.9023.68-1
1109,A.9023.68-1
1110,A.9023.68-1
1111,A.9023.68-1
1113,A.9023.68-1
2384,A.6745
1430,
16367,L.2213.86-76
16368,L.2213.86-76
25073,L.2213.86-76
25151,L.2213.86-76
25214,L.2213.86-76
25326,L.2213.86-76
31505,
4717,
8062,L.2059
1107,A.9023.68-1
25066,L.2213.86-76
25069,L.2213.86-76
25070,L.2213.86-76
25071,L.2213.86-76
25147,L.2213.86-76
25148,L.2213.86-76
25149,L.2213.86-76
25150,L.2213.86-76
25325,L.2213.86-76
25475,L.2213.86-76
2382,A.1323
27091,L.2213.86-76
27092,L.2213.86-76
27093,L.2213.86-76
12068,A.11154.88-1
1112,A.9023.68-1
3592,A.1323.52-48
4179,A.1323
10253,L.2059
20044,L.2213.86-76
20045,L.2213.86-76
20058,L.2213.86-76
1106,A.9023.68-1
8339,L.2059
8061,L.2059
8342,L.2059
24940,L.2213.86-76
26335,L.2213.86-76
26472,L.2213.86-76
26604,L.2213.86-76
26710,L.2213.86-76
26715,L.2213.86-76
4621,
9405,L.2059
13403,L.2213.86-76
22426,L.2213.86-76
30051,L.2213.86-76
12955,L.2213.86-76
42186,
12574,A.11154.88-1
13150,L.2213.86-76
13151,L.2213.86-76
22430,L.2213.86-76
22452,L.2213.86-76
22457,L.2213.86-76
22458,L.2213.86-76
11587,A.10846.87-7
11588,A.10846.87-7
11589,A.10846.87-7
618,A.8430.68-5
5443,P.1030.77-1
9402,L.2059
9403,L.2059
9404,L.2059
12564,A.11154.88-1
12569,A.11154.88-1
12570,A.11154.88-1
13141,L.2213.86-76
13142,L.2213.86-76
13143,L.2213.86-76
13144,L.2213.86-76
13145,L.2213.86-76
13146,L.2213.86-76
13147,L.2213.86-76
22425,L.2213.86-76
15674,A.11154.88-1
11758,A.11137.88-1
11759,A.11137.88-1
11813,A.11137.88-1
42441,
604,A.8430.68-5
11996,A.10846.89-8
3590,A.8131.64-4
42319,
12963,L.2213.86-76
9120,L.2059
13457,L.2213.86-76
12970,L.2213.86-76
619,A.8430.68-5
621,A.8430.68-5
2450,
4406,A.5349
4795,P.946.74-1
6028,F.A.2310.81-1
8063,L.2059
8064,L.2059
8075,L.2059
10320,L.2059
10321,A.11154.88-1
10323,A.11154.88-1
10324,A.11154.88-1
10325,A.11154.88-1
10326,A.11154.88-1
10327,A.11154.88-1
10328,A.11154.88-1
10329,A.11154.88-1
10330,A.11154.88-1
10331,A.11154.88-1
10332,A.11154.88-1
10333,A.11154.88-1
10334,A.11154.88-1
10335,A.11154.88-1
12029,A.11154.88-1
12375,A.11154.88-1
12382,A.11154.88-1
12383,A.11154.88-1
22470,L.2213.86-76
22503,L.2213.86-76
13454,L.2213.86-76
1423,
1424,
2106,L.2586.84-2
24727,L.2213.86-76
12964,L.2213.86-76
6956,A.10846.84-5
11757,A.11137.88-1
12568,A.11154.88-1
12965,L.2213.86-76
12967,L.2213.86-76
13148,L.2213.86-76
12969,L.2213.86-76
12968,L.2213.86-76
40176,F.A.3809.2001-1
40178,F.A.3809.2001-1
750,L.2586.68-1
2460,A.535
3268,P.465.62-1
3269,P.465.62-1
3272,
10008,L.2059
10009,L.2059
10010,L.2059
10011,L.2059
10012,L.2059
10013,L.2059
10129,L.2059
10134,L.2059
12691,
34961,F.A.3755.2000-1
585,A.8430.68-5
2423,
2424,A.5858
2458,
8246,L.2059
8327,L.2059
12473,L.2059
15006,L.2213.86-76
15071,L.2213.86-76
15254,L.2213.86-76
15258,L.2213.86-76
28711,L.2213.86-76
31424,
2420,
2425,A.5858
2448,
2843,
5559,A.9930.77-11
5560,A.9930.77-11
5561,A.9930.77-11
5562,A.9930.77-11
5563,A.9930.77-11
5564,A.9930.77-11
5565,A.9930.77-11
8255,L.2059
15308,L.2213.86-76
2426,
5120,
31416,
597,A.8430.68-5
2418,
5549,A.9930.77-11
5550,A.9930.77-11
5551,A.9930.77-11
5554,A.9930.77-11
6062,F.A.2310.81-1
15052,L.2213.86-76
15070,A.11154.88-1
15087,L.2213.86-76
15161,L.2213.86-76
15162,L.2213.86-76
15251,L.2213.86-76
15253,L.2213.86-76
15271,L.2213.86-76
29148,L.2213.86-76
31417,
31418,
1449,
29657,L.2213.86-76
