SitSiteNumber,WEBSITE - accno
3267,P.465.62-1
3271,P.465.62-1
22473,L.2213.86-76
1420,
2509,A.6440.71-4
2510,A.6440.71-4
2511,A.6440.71-4
2512,A.6440.71-4
2513,A.6440.71-4
2514,A.6440.71-4
2515,A.6440.71-4
2516,A.6440.71-4
2517,A.6440.71-4
2518,A.6440.71-4
2519,A.6440.71-4
2520,A.6440.71-4
2521,A.6440.71-4
2551,A.E.72-9
4257,A.E.73-15
4597,A.6440.71-4
8102,L.2059
8108,L.2059
8329,L.2059
8915,L.2059
10841,L.2213.86-76
11788,L.2059
12499,A.11154.88-1
12500,A.11154.88-1
12501,A.11154.88-1
12502,A.11154.88-1
12503,A.11154.88-1
12506,A.11154.88-1
12961,L.2213.86-76
12962,L.2213.86-76
13601,L.2213.86-76
13602,L.2213.86-76
13603,L.2213.86-76
13604,L.2213.86-76
13605,L.2213.86-76
15207,L.2213.86-76
15381,L.2059
20280,L.2213.86-76
29893,L.2213.86-76
2838,
4094,A.4890
13582,L.2213.86-76
42077,
324,A.E.62-7
596,A.8430.68-5
3270,P.465.62-1
5233,A.E.62-7
10006,L.2059
10132,L.2059
10176,L.2059
11956,A.11182.89-1
22475,L.2213.86-76
34966,F.A.3755.2000-1
25739,L.2213.86-76
25740,L.2213.86-76
25997,L.2213.86-76
10133,L.2059
658,L.2586.68-1
743,L.2586.68-1
4315,
13606,L.2213.86-76
8112,L.2059
662,L.2586.68-1
1429,
2080,L.2586.84-2
3591,A.1988
13583,L.2213.86-76
16468,L.2509
2427,
2823,
15256,L.2213.86-76
6063,F.A.2310.81-1
31408,
31412,
2830,
2836,
6753,F.A.109.83-3
12241,A.11154.88-1
15010,L.2213.86-76
15011,L.2213.86-76
15079,L.2213.86-76
15098,L.2213.86-76
15129,L.2213.86-76
15165,L.2213.86-76
15202,L.2213.86-76
15237,L.2213.86-76
23203,L.2213.86-76
26263,L.2213.86-76
26267,L.2213.86-76
29146,L.2213.86-76
31141,L.2213.86-76
31142,L.2213.86-76
31143,L.2213.86-76
31144,L.2213.86-76
31154,L.2213.86-76
31155,L.2213.86-76
31156,L.2213.86-76
31157,L.2213.86-76
31158,L.2213.86-76
2422,
2447,
2449,
2820,
2821,
2834,
2841,
15074,L.2213.86-76
15085,L.2213.86-76
15163,L.2213.86-76
15225,L.2213.86-76
31410,
31415,
34960,F.A.3755.2000-1
15176,L.2213.86-76
15068,L.2213.86-76
17935,F.A.3971-2004-1
17936,F.A.3971-2004-1
17937,
17938,
2829,
11789,L.2059
12498,A.11154.88-1
15145,L.2213.86-76
15149,L.2213.86-76
15150,L.2213.86-76
15159,L.2213.86-76
15196,L.2213.86-76
15234,L.2213.86-76
16470,L.2509
17939,
17940,
17941,
17942,
17943,
28710,L.2213.86-76
827,L.2586.68-1
2446,
12168,A.11154.88-1
14896,L.2213.86-76
14898,L.2213.86-76
14899,L.2213.86-76
14900,L.2213.86-76
14903,L.2213.86-76
14905,L.2213.86-76
14917,L.2213.86-76
14919,L.2213.86-76
14921,L.2213.86-76
14922,L.2213.86-76
2417,A.6
2429,
2444,
2454,L.2100.P.1-5
2455,L.2100.P.1-5
2818,
2819,
2832,
2833,
8245,L.2059
12521,L.2213.86-76
12523,L.2213.86-76
15000,L.2213.86-76
15001,L.2213.86-76
15002,L.2213.86-76
15003,L.2213.86-76
15004,L.2213.86-76
15014,L.2213.86-76
15015,L.2213.86-76
15170,L.2213.86-76
15203,L.2213.86-76
15210,L.2213.86-76
15212,L.2213.86-76
15231,L.2213.86-76
15242,L.2213.86-76
15247,L.2213.86-76
15260,L.2213.86-76
15261,L.2213.86-76
15262,L.2213.86-76
15272,L.2213.86-76
22389,L.2213.86-76
26260,L.2213.86-76
26273,L.2213.86-76
31134,L.2213.86-76
31135,L.2213.86-76
31172,L.2213.86-76
31173,L.2213.86-76
31174,L.2213.86-76
31175,L.2213.86-76
31176,L.2213.86-76
31177,L.2213.86-76
31178,L.2213.86-76
31179,L.2213.86-76
31180,L.2213.86-76
31181,L.2213.86-76
31347,
31350,
1446,L.2100.P.1-5
1448,
1454,
1455,
2706,
12744,L.2213.86-76
12745,L.2213.86-76
12746,L.2213.86-76
12747,L.2213.86-76
15160,L.2213.86-76
8326,L.2059
14893,L.2213.86-76
14894,L.2213.86-76
14895,L.2213.86-76
14904,L.2213.86-76
14920,L.2213.86-76
15008,L.2213.86-76
5572,A.9548.73-2
8110,L.2059
8111,L.2059
9660,L.2059
14665,L.2213.86-76
14674,L.2213.86-76
6060,F.A.2310.81-1
2452,
2453,
2432,A.6; A.1767
2442,
5552,A.9930.77-11
5553,A.9930.77-11
2437,
2441,A.6
2445,L.2100.P.1-5
2822,
15005,L.2213.86-76
15103,L.2213.86-76
15124,L.2213.86-76
15168,L.2213.86-76
15172,L.2213.86-76
15185,L.2213.86-76
15215,L.2213.86-76
15235,L.2213.86-76
15236,L.2213.86-76
26265,L.2213.86-76
26268,L.2213.86-76
26270,L.2213.86-76
26272,L.2213.86-76
31147,L.2213.86-76
31148,L.2213.86-76
31159,L.2213.86-76
31160,L.2213.86-76
31170,L.2213.86-76
31171,L.2213.86-76
31404,
31405,
31406,
31407,
6553,L.2586.84-2
12362,A.11154.88-1
2451,
654,L.2586.68-1
8338,L.2059
10127,L.2059
12519,L.2213.86-76
15030,L.2213.86-76
15033,L.2213.86-76
15048,L.2213.86-76
15113,L.2213.86-76
15135,L.2213.86-76
15142,L.2213.86-76
15152,L.2213.86-76
652,L.2586.68-1
12740,L.2213.86-76
12741,L.2213.86-76
12742,L.2213.86-76
12743,L.2213.86-76
13580,L.2213.86-76
2436,A.535
5964,
10007,L.2059
15859,A.11154.88-1
29125,L.2213.86-76
29128,L.2213.86-76
2465,A.7104.57-1
2434,
2443,
15249,L.2213.86-76
15250,L.2213.86-76
15252,L.2213.86-76
15257,L.2213.86-76
12046,A.11154.88-1
1416,P.408.60
8862,L.2059
8863,L.2059
8864,L.2059
10494,L.2059
12504,A.11154.88-1
12707,L.2213.86-76
12708,L.2213.86-76
12715,L.2213.86-76
12716,L.2213.86-76
12717,L.2213.86-76
12718,L.2213.86-76
12721,L.2213.86-76
12732,L.2213.86-76
12733,L.2213.86-76
12734,L.2213.86-76
13543,L.2213.86-76
13544,L.2213.86-76
13545,L.2213.86-76
13546,L.2213.86-76
13547,L.2213.86-76
22356,L.2213.86-76
22370,L.2213.86-76
25832,L.2213.86-76
26927,L.2213.86-76
29883,L.2213.86-76
29884,L.2213.86-76
2433,L.2100.P.1-5
2828,
2840,
5117,L.2100.P.1-5
5118,L.2100.P.1-5
14897,L.2213.86-76
15007,L.2213.86-76
15017,L.2213.86-76
15018,L.2213.86-76
15019,L.2213.86-76
15020,L.2213.86-76
15043,L.2213.86-76
15044,L.2213.86-76
15049,L.2213.86-76
15069,L.2213.86-76
15102,L.2213.86-76
15119,L.2213.86-76
15120,L.2213.86-76
15141,L.2213.86-76
15181,L.2213.86-76
15183,L.2213.86-76
15188,L.2213.86-76
15197,L.2213.86-76
15216,L.2213.86-76
15221,L.2213.86-76
15223,L.2213.86-76
15224,L.2213.86-76
15243,L.2213.86-76
15259,L.2213.86-76
29150,L.2213.86-76
15314,L.2213.86-76
2825,
8330,L.2059
14918,L.2213.86-76
14138,
22476,L.2213.86-76
22477,L.2213.86-76
22478,L.2213.86-76
34972,F.A.3755.2000-1
29250,L.2213.86-76
42151,
2439,A.1508
4599,A.1508
4600,A.1508
5247,A.1508
5856,A.8122.79-13
12684,A.11154.88-1
12685,A.11154.88-1
12753,L.2213.86-76
2435,
2839,
5556,A.9930.77-11
5557,A.9930.77-11
5558,A.9930.77-11
15021,L.2213.86-76
15106,L.2213.86-76
15127,L.2213.86-76
15201,L.2213.86-76
15255,L.2213.86-76
29126,L.2213.86-76
6065,F.A.2310.81-1
2475,
2831,
2837,
2845,
15136,L.2213.86-76
15155,L.2213.86-76
2477,
22495,L.2213.86-76
34971,F.A.3755.2000-1
34978,F.A.3755.2000-1
8237,L.2213.86-76
8247,L.2059
8248,L.2059
8252,L.2059
8253,L.2059
15309,L.2213.86-76
15312,L.2213.86-76
15313,L.2213.86-76
15315,L.2213.86-76
22497,L.2213.86-76
6551,L.2586.84-2
6552,L.2586.84-2
655,L.2586.68-1
1417,A.5858
1419,A.5858
1427,
1428,
1451,
1452,
2128,L.2586.84-2
2129,L.2586.84-2
5539,
12748,L.2213.86-76
12749,L.2213.86-76
12750,L.2213.86-76
12751,L.2213.86-76
12752,L.2213.86-76
13553,L.2213.86-76
13554,L.2213.86-76
13555,L.2213.86-76
13556,L.2213.86-76
13557,L.2213.86-76
13579,L.2213.86-76
13581,L.2213.86-76
29264,L.2213.86-76
15067,L.2213.86-76
15157,L.2213.86-76
15274,L.2213.86-76
23299,L.2213.86-76
29263,L.2213.86-76
11925,F.A.2525.84-1
2476,
2478,
15066,L.2213.86-76
15075,L.2213.86-76
15105,L.2213.86-76
15128,L.2213.86-76
15140,L.2213.86-76
15148,L.2213.86-76
15166,L.2213.86-76
15177,L.2213.86-76
15184,L.2213.86-76
15198,L.2213.86-76
22491,L.2213.86-76
22492,L.2213.86-76
22493,L.2213.86-76
22494,L.2213.86-76
6058,F.A.2310.81-1
8258,L.2059
11927,
15073,L.2213.86-76
22474,L.2213.86-76
16806,L.2213.86-76
22499,L.2213.86-76
12812,L.2213.86-76
13562,L.2213.86-76
13571,L.2213.86-76
13572,L.2213.86-76
29688,L.2213.86-76
29689,L.2213.86-76
42084,
42152,
15055,L.2213.86-76
15156,L.2213.86-76
42153,
42154,
6123,A.10667.81-1
2479,
15060,L.2213.86-76
15158,L.2213.86-76
31,
496,A.8973.68-1
1450,
1456,
1457,
6039,F.A.2310.81-1
6040,F.A.2310.81-1
6042,F.A.2310.81-1
12706,L.2213.86-76
12735,L.2213.86-76
12736,L.2213.86-76
12737,L.2213.86-76
12738,L.2213.86-76
13550,L.2213.86-76
13551,L.2213.86-76
13552,L.2213.86-76
13568,L.2213.86-76
29265,L.2213.86-76
29857,L.2213.86-76
602,A.8430.68-5
603,A.8430.68-5
632,L.2586.68-1
663,L.2586.68-1
2440,
2456,
2457,A.5858
2459,A.5858
2461,A.5858
2462,
2463,P.408.60
2469,
2470,A.5858
2471,
2817,A.5757
2824,
2826,A.5757
2827,
2842,
2844,
4574,
6059,F.A.2310.81-1
6061,F.A.2310.81-1
6064,F.A.2310.81-1
6066,F.A.2310.81-1
6068,F.A.2310.81-1
6750,F.A.109.83-3
6756,F.A.109.83-3
8236,L.2059
8238,L.2059
8239,L.2059
8240,L.2059
8241,L.2059
8242,L.2059
8243,L.2059
8244,L.2059
8249,L.2059
8250,L.2059
8337,L.2059
8820,L.2059
8821,L.2059
10126,L.2059
12517,L.2213.86-76
12518,L.2213.86-76
15012,L.2213.86-76
15013,L.2213.86-76
15022,L.2213.86-76
15024,L.2213.86-76
15025,L.2213.86-76
15026,L.2213.86-76
15027,L.2213.86-76
15028,L.2213.86-76
15029,L.2213.86-76
15031,L.2213.86-76
15032,L.2213.86-76
15034,L.2213.86-76
15035,L.2213.86-76
15036,L.2213.86-76
15037,L.2213.86-76
15038,L.2213.86-76
15039,L.2213.86-76
15040,L.2213.86-76
15041,L.2213.86-76
15042,L.2213.86-76
15045,L.2213.86-76
15046,L.2213.86-76
15047,L.2213.86-76
15050,L.2213.86-76
15051,L.2213.86-76
15053,L.2213.86-76
15054,L.2213.86-76
15056,L.2213.86-76
15057,L.2213.86-76
15058,L.2213.86-76
15059,L.2213.86-76
15061,L.2213.86-76
15062,L.2213.86-76
15063,L.2213.86-76
15064,L.2213.86-76
15065,L.2213.86-76
15072,L.2213.86-76
15076,L.2213.86-76
15077,L.2213.86-76
15078,L.2213.86-76
15080,L.2213.86-76
15082,L.2213.86-76
15083,L.2213.86-76
15084,L.2213.86-76
15086,L.2213.86-76
15088,L.2213.86-76
15090,L.2213.86-76
15091,L.2213.86-76
15092,L.2213.86-76
15094,L.2213.86-76
15095,L.2213.86-76
15097,L.2213.86-76
15099,L.2213.86-76
15100,L.2213.86-76
15101,L.2213.86-76
15104,L.2213.86-76
15107,L.2213.86-76
15108,L.2213.86-76
15109,L.2213.86-76
15110,L.2213.86-76
15111,L.2213.86-76
15112,L.2213.86-76
15114,L.2213.86-76
15115,L.2213.86-76
15116,L.2213.86-76
15117,L.2213.86-76
15118,L.2213.86-76
15121,L.2213.86-76
15122,L.2213.86-76
15123,L.2213.86-76
15125,L.2213.86-76
15126,L.2213.86-76
15130,L.2213.86-76
15131,L.2213.86-76
15132,L.2213.86-76
15133,L.2213.86-76
15134,L.2213.86-76
15137,L.2213.86-76
15138,L.2213.86-76
15139,L.2213.86-76
15143,L.2213.86-76
15144,L.2213.86-76
15146,L.2213.86-76
15147,L.2213.86-76
15151,L.2213.86-76
15153,L.2213.86-76
15154,L.2213.86-76
15164,L.2213.86-76
15169,L.2213.86-76
15171,L.2213.86-76
15174,L.2213.86-76
15175,L.2213.86-76
15178,L.2213.86-76
15180,L.2213.86-76
15182,L.2213.86-76
15186,L.2213.86-76
15187,L.2213.86-76
15189,L.2213.86-76
15190,L.2213.86-76
15191,L.2213.86-76
15192,L.2213.86-76
15193,L.2213.86-76
15194,L.2213.86-76
15195,L.2213.86-76
15199,L.2213.86-76
15204,L.2213.86-76
15205,L.2213.86-76
15206,L.2213.86-76
15208,L.2213.86-76
15209,L.2213.86-76
15213,L.2213.86-76
15217,L.2213.86-76
15218,L.2213.86-76
15219,L.2213.86-76
15220,L.2213.86-76
15222,L.2213.86-76
15227,L.2213.86-76
15228,L.2213.86-76
15229,L.2213.86-76
15230,L.2213.86-76
15232,L.2213.86-76
15233,L.2213.86-76
15238,L.2213.86-76
15239,L.2213.86-76
15241,L.2213.86-76
15244,L.2213.86-76
15246,L.2213.86-76
15273,L.2213.86-76
15346,L.2213.86-76
15896,L.2213.86-76
15897,L.2213.86-76
15909,L.2213.86-76
15910,L.2213.86-76
22395,L.2213.86-76
22402,L.2213.86-76
23181,L.2213.86-76
23190,L.2213.86-76
26258,L.2213.86-76
26259,L.2213.86-76
26261,L.2213.86-76
26262,L.2213.86-76
26266,L.2213.86-76
26269,L.2213.86-76
26271,L.2213.86-76
29147,L.2213.86-76
31125,L.2213.86-76
31126,L.2213.86-76
31127,L.2213.86-76
31128,L.2213.86-76
31129,L.2213.86-76
31130,L.2213.86-76
31131,L.2213.86-76
31132,L.2213.86-76
31133,L.2213.86-76
31136,L.2213.86-76
31137,L.2213.86-76
31138,L.2213.86-76
31139,L.2213.86-76
31140,L.2213.86-76
31149,L.2213.86-76
31150,L.2213.86-76
31151,L.2213.86-76
31152,L.2213.86-76
31153,L.2213.86-76
31161,L.2213.86-76
31162,L.2213.86-76
31163,L.2213.86-76
31164,L.2213.86-76
31165,L.2213.86-76
31166,L.2213.86-76
31167,L.2213.86-76
31168,L.2213.86-76
31169,L.2213.86-76
31348,
31351,
31354,
31409,
31413,
4567,A.9548.73-2
22313,L.2213.86-76
2464,A.535
2532,A.8910.73-9
2835,
3266,
5555,A.9930.77-11
6287,F.A.2254.83-2
14901,L.2213.86-76
14902,L.2213.86-76
15023,L.2213.86-76
15311,L.2213.86-76
15316,L.2213.86-76
21101,L.2213.86-76
26274,L.2213.86-76
29187,L.2213.86-76
31182,L.2213.86-76
31183,L.2213.86-76
31184,L.2213.86-76
31185,L.2213.86-76
31186,L.2213.86-76
31414,
31423,
8254,L.2059
2466,A.5858
8256,L.2059
2468,
4572,
10014,L.2059
10140,L.2059
10141,L.2059
12124,A.11154.88-1
15089,L.2213.86-76
15096,L.2213.86-76
31411,
31422,
599,A.8430.68-5
1418,P.285.57-1
1447,L.2100.P.1-5
1453,
6041,F.A.2310.81-1
11633,A.11094.87-1
12704,L.2213.86-76
12709,L.2213.86-76
12710,L.2213.86-76
12711,L.2213.86-76
12712,L.2213.86-76
12713,L.2213.86-76
12714,L.2213.86-76
13559,L.2213.86-76
13561,L.2213.86-76
13563,L.2213.86-76
13564,L.2213.86-76
13565,L.2213.86-76
13566,L.2213.86-76
13567,L.2213.86-76
13569,L.2213.86-76
13570,L.2213.86-76
15167,L.2213.86-76
15173,L.2213.86-76
25533,L.2213.86-76
25534,L.2213.86-76
29266,L.2213.86-76
29859,L.2213.86-76
34965,F.A.3755.200-1
42155,
1426,
13558,L.2213.86-76
13573,L.2213.86-76
13574,L.2213.86-76
13578,L.2213.86-76
6518,L.2586.84-2
24056,L.2213.86-76
24057,L.2213.86-76
24058,L.2213.86-76
24059,L.2213.86-76
24060,L.2213.86-76
24061,L.2213.86-76
24062,L.2213.86-76
42382,
1852,L.2586.84-2
4504,
5478,A.10282.77-1
11967,A.10282.89-2
12973,L.2213.86-76
24480,L.2213.86-76
24481,L.2213.86-76
24493,L.2213.86-76
24938,L.2213.86-76
16997,
16999,
17000,
17001,
17002,
25482,L.2213.86-76
29934,L.2213.86-76
42187,
42188,
42222,
42225,
42226,
42229,
42444,
42445,
42472,
8321,L.2059
24620,L.2213.86-76
2488,
6070,F.A.2310.81-1
8319,L.2059
8320,L.2059
25215,L.2213.86-76
1103,A.6542.68-202
2481,
2482,
2483,
2484,
2486,
2489,
2490,
2718,A.7511.72-12
4582,
4586,
4587,
4592,
5263,A.6832.55-1
8322,L.2059
27100,L.2213.86-76
8323,L.2059
24429,L.2213.86-76
2485,
4575,
6519,L.2586.84-2
31368,
15520,A.10979.92-2
15521,A.10979.92-2
15522,A.10979.92-2
15523,A.10979.92-2
15525,A.10979.92-2
15526,A.10979.92-2
15527,A.10979.92-2
15528,A.10979.92-2
15529,A.10979.92-2
15530,A.10979.92-2
15531,A.10979.92-2
15532,A.10979.92-2
15533,A.10979.92-2
15534,A.10979.92-2
15535,A.10979.92-2
15536,A.10979.92-2
15537,A.10979.92-2
15538,A.10979.92-2
15540,A.10979.92-2
15541,A.10979.92-2
15542,A.10979.92-2
15543,A.10979.92-2
15544,A.10979.92-2
15545,A.10979.92-2
15547,A.10979.92-2
15548,A.10979.92-2
3501,A.4052
5121,
27099,L.2213.86-76
17707,
17708,
17709,
17710,
17711,
17712,
17713,
17714,
17715,
17716,
17717,
17718,
17719,
17720,
17721,
17722,
17723,
17724,
17725,
17726,
17727,
17728,
17729,
17730,
17731,
564,A.8430.68-5
1342,
1343,
1574,L.2586.84-2
1575,L.2586.84-2
1576,L.2586.84-2
1577,L.2586.84-2
1578,L.2586.84-2
1579,L.2586.84-2
1580,L.2586.84-2
1581,L.2586.84-2
1582,L.2586.84-2
1583,L.2586.84-2
1584,L.2586.84-2
1585,L.2586.84-2
1586,L.2586.84-2
1587,L.2586.84-2
1588,L.2586.84-2
1615,L.2586.84-2
1616,L.2586.84-2
1617,L.2586.84-2
1618,L.2586.84-2
1619,L.2586.84-2
1620,L.2586.84-2
1621,L.2586.84-2
1622,L.2586.84-2
1623,L.2586.84-2
1624,L.2586.84-2
1649,L.2586.84-2
1659,L.2586.84-2
1699,L.2586.84-2
1700,L.2586.84-2
1701,L.2586.84-2
1702,L.2586.84-2
1703,L.2586.84-2
1704,L.2586.84-2
1705,L.2586.84-2
1706,L.2586.84-2
1707,L.2586.84-2
1716,L.2586.84-2
1717,L.2586.84-2
1718,L.2586.84-2
1719,L.2586.84-2
1720,L.2586.84-2
1723,L.2586.84-2
1758,L.2586.84-2
1759,L.2586.84-2
1760,L.2586.84-2
1761,L.2586.84-2
1762,L.2586.84-2
1763,L.2586.84-2
1764,L.2586.84-2
1765,L.2586.84-2
1766,L.2586.84-2
1767,L.2586.84-2
1768,L.2586.84-2
1769,L.2586.84-2
1770,L.2586.84-2
1854,L.2586.84-2
1855,L.2586.84-2
1856,L.2586.84-2
1857,L.2586.84-2
1858,L.2586.84-2
1859,L.2586.84-2
1860,L.2586.84-2
1861,L.2586.84-2
1862,L.2586.84-2
1863,L.2586.84-2
1864,L.2586.84-2
2326,A.8910.71-6
2635,A.9585.72-1
4014,A.8430.68-5
4016,
4017,
4018,
4100,
4102,A.5858.55-1
4103,
4104,A.7578.60-1
4105,A.7948.73-278
4106,
4107,
4108,A.6355.53-1
4573,
5438,P.1030.77-1
5849,A.7691.79-8
5899,A.9145.80-8
6030,F.A.2310.81-1
6427,L.2586.84-2
6573,L.2586.84-2
6731,L.2586.84-2
6736,L.2586.84-2
6741,L.2586.84-2
6849,L.2586.84-2
7391,L.2059
8932,L.2059
9416,L.2059
9613,L.2059
9627,L.2059
9689,L.2059
11966,A.10282.89-2
12340,A.11154.88-1
12814,L.2213.86-76
12815,L.2213.86-76
12816,L.2213.86-76
12817,L.2213.86-76
12972,L.2213.86-76
13458,L.2213.86-76
15454,A.10979.92-2
15455,A.10979.92-2
15456,A.10979.92-2
15457,A.10979.92-2
15458,A.10979.92-2
15459,A.10979.92-2
15460,A.10979.92-2
15461,A.10979.92-2
15462,A.10979.92-2
15463,A.10979.92-2
15464,A.10979.92-2
15465,A.10979.92-2
15466,A.10979.92-2
15467,A.10979.92-2
15468,A.10979.92-2
15469,A.10979.92-2
15470,A.10979.92-2
15471,A.10979.92-2
15472,A.10979.92-2
15473,A.10979.92-2
15474,A.10979.92-2
15475,A.10979.92-2
15476,A.10979.92-2
15477,A.10979.92-2
15478,A.10979.92-2
15479,A.10979.92-2
15480,A.10979.92-2
15481,A.10979.92-2
15482,A.10979.92-2
15483,A.10979.92-2
15484,A.10979.92-2
15485,A.10979.92-2
15486,A.10979.92-2
15487,A.10979.92-2
15488,A.10979.92-2
15489,A.10979.92-2
15490,A.10979.92-2
15491,A.10979.92-2
15492,A.10979.92-2
15493,A.10979.92-2
15494,A.10979.92-2
15495,A.10979.92-2
15496,A.10979.92-2
15497,A.10979.92-2
15498,A.10979.92-2
15499,A.10979.92-2
15500,A.10979.92-2
15501,A.10979.92-2
15502,A.10979.92-2
15503,A.10979.92-2
15504,A.10979.92-2
15505,A.10979.92-2
15506,A.10979.92-2
15507,A.10979.92-2
15508,A.10979.92-2
15509,A.10979.92-2
15510,A.10979.92-2
15511,A.10979.92-2
15512,A.10979.92-2
15513,A.10979.92-2
15514,A.10979.92-2
15515,A.10979.92-2
15516,A.10979.92-2
15517,A.10979.92-2
15518,A.10979.92-2
15519,A.10979.92-2
15524,A.10979.92-2
15539,A.10979.92-2
15651,A.10979.92-2
16165,L.2213.86-76
16479,L.2586.84-2
16493,L.2586.84-2
17160,
17161,
17518,
17519,
17520,
17521,
17522,
17523,
17524,
17525,
17526,
17527,
17528,
22519,L.2213.86-76
22568,L.2213.86-76
22569,L.2213.86-76
22570,L.2213.86-76
22705,L.2213.86-76
22707,L.2213.86-76
22713,L.2213.86-76
23204,L.2213.86-76
23378,L.2213.86-76
23379,L.2213.86-76
23380,L.2213.86-76
23381,L.2213.86-76
25254,L.2213.86-76
25271,L.2213.86-76
25851,L.2213.86-76
25852,L.2213.86-76
26025,L.2213.86-76
26026,L.2213.86-76
26027,L.2213.86-76
26712,L.2213.86-76
27272,L.2213.86-76
27273,L.2213.86-76
28619,L.2213.86-76
29658,L.2213.86-76
29659,L.2213.86-76
29904,L.2213.86-76
29931,L.2213.86-76
30035,L.2213.86-76
34962,
40368,F.A.3809.2001-1
40369,F.A.3809.2001-1
42189,
42190,
42191,
42192,
42193,
42194,
42195,
42196,
42197,
42198,
42199,
42220,
42221,
42224,
42227,
42228,
42300,
42428,
29935,L.2213.86-76
4110,A.4553
6916,A.9548.73-2
11926,
25481,L.2213.86-76
24428,L.2213.86-76
24854,L.2213.86-76
24855,L.2213.86-76
24856,L.2213.86-76
24857,L.2213.86-76
24858,L.2213.86-76
24859,L.2213.86-76
24860,L.2213.86-76
24861,L.2213.86-76
29864,L.2213.86-76
30323,L.2213.86-76
30324,L.2213.86-76
30325,L.2213.86-76
30326,L.2213.86-76
30327,L.2213.86-76
30328,L.2213.86-76
30329,L.2213.86-76
30330,L.2213.86-76
30331,L.2213.86-76
30332,L.2213.86-76
30333,L.2213.86-76
30334,L.2213.86-76
30335,L.2213.86-76
30336,L.2213.86-76
30337,L.2213.86-76
30338,L.2213.86-76
30339,L.2213.86-76
5457,P.1030.77-1
8324,L.2059
25265,L.2213.86-76
4911,
5587,A.7648.78-9
11607,F.A.2772.87-2
40944,F.A.3809.2001-1
556,A.8430.68-5
3496,
3495,
4015,A.7578.61-6
42083,
4327,A.6093.52-7
4328,A.6093.52-7
42383,
2125,L.2586.84-2
4299,
12971,L.2213.86-76
9615,L.2059
12818,L.2213.86-76
42392,
527,A.8430.68-5
4959,A.8122.77-10
6504,A.8487.84-47
9785,L.2059
4931,
16266,
534,A.8430.68-5
3025,L.2100.P.1-5
9780,L.2059
16270,
7536,L.2059
9799,L.2059
2094,L.2586.84-2
9782,L.2059
9783,L.2059
1212,
9784,L.2059
482,A.8897.67-1
11591,A.10846.87-7
6351,A.10846.84-2
6954,A.10846.84-5
6955,A.10846.84-5
7075,A.10846.85-6
9614,L.2059
12678,L.2213.86-76
529,A.8430.68-5
535,A.8430.68-5
554,A.8430.68-5
3262,
3263,
9904,L.2059
525,A.8430.68-5
2848,L.2100.P.1-5
4326,A.6093.52-7
11590,A.10846.87-7
2847,A.5858.52-6
3028,A.5858.52-6
3029,
4604,
9775,L.2059
9779,L.2059
9781,L.2059
22469,L.2213.86-76
7558,
7764,
8230,
8231,
31497,
31498,
31499,
41138,F.A.3809.2001-1
41226,F.A.3809.2001-1
41227,F.A.3809.2001-1
41427,F.A.3809.2001-1
41501,F.A.3809.2001-1
41578,F.A.3809.2001-1
41586,F.A.3809.2001-1
41598,F.A.3809.2001-1
3150,
5950,
5963,P.1123.81-1
6145,
6146,A.10969.85-1
6147,
6160,
6198,
6199,
6200,
6201,
6202,
6203,
6204,
6292,
6293,
6294,
6295,
6335,
6336,
6936,
6937,A.10856.84-3
6938,A.10856.84-3
6957,
6958,
6959,
7389,
7765,
8229,
8232,
8233,
10044,L.2059
10045,L.2059
10046,L.2059
10060,L.2059
10061,L.2059
10083,
11280,
11756,A.10250.88-50
15339,L.2213.86-76
15621,
15622,
15911,
16408,A.11172.88-1
16503,
16883,
17101,
17542,
22545,L.2213.86-76
22546,L.2213.86-76
23338,L.2213.86-76
25909,L.2213.86-76
25910,L.2213.86-76
30188,L.2213.86-76
31488,
31491,F.A.3809.2001-1
31494,
41228,F.A.3809.2001-1
2480,
3151,A.5499
3211,
4183,A.5499
12639,L.2213.86-76
41223,F.A.3809.2001-1
3225,
4731,A.9548.73-2
5801,A.10250.79-14
5803,A.10250.79-14
5861,A.10250.79-36
5862,A.10250.79-36
5897,P.1123.81-1
4550,
6284,
9559,
6188,
6205,
6296,
16657,
16658,
16659,
16660,
16661,
16409,A.11172.88-1
16504,
41553,F.A.3809.2001-1
41554,F.A.3809.2001-1
41555,F.A.3809.2001-1
41556,F.A.3809.2001-1
41557,F.A.3809.2001-1
41558,F.A.3809.2001-1
41559,F.A.3809.2001-1
41560,F.A.3809.2001-1
41582,F.A.3809.2001-1
41583,F.A.3809.2001-1
41584,F.A.3809.2001-1
5805,A.10250.79-14
6189,
7971,L.2059
7973,L.2059
10021,L.2059
10023,L.2059
10025,L.2059
10026,L.2059
11755,A.10250.88-50
12376,
12385,
12644,L.2059
15325,L.2213.86-76
15326,L.2213.86-76
15327,L.2213.86-76
16210,L.2059
16311,L.2059
16885,
16921,
16923,
16934,
16935,
16957,
17102,
17105,
17746,
17747,
21280,L.2213.86-76
22542,L.2213.86-76
22543,L.2213.86-76
22544,L.2213.86-76
22551,L.2213.86-76
31490,
31493,F.A.3809.2001-1
41230,F.A.3809.2001-1
41225,F.A.3809.2001-1
41502,F.A.3809.2001-1
41510,F.A.3809.2001-1
41511,F.A.3809.2001-1
41512,F.A.3809.2001-1
41513,F.A.3809.2001-1
41514,F.A.3809.2001-1
41515,F.A.3809.2001-1
41516,F.A.3809.2001-1
