TaxTaxNo,EMUIRN,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SUBGENUS,SPECIES,TAXON,AITHOR,AITHOR1
4591,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chione,,guatulcoensis,Chione guatulcoensis,"Hertlein & Strong, 1948",
4618,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chione,,mazyckii,Chione mazyckii,"Dall, 1902",
4590,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chioneryx,,grus,Chioneryx grus,"(Holmes, 1858)",
4665,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chioneryx,,sp.,Chioneryx sp.,,
4703,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chioneryx,,squamosa,Chioneryx squamosa,"(Carpenter, 1857)",
4664,205114,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chione,,sp.,Chione sp.,,
4709,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chione,,subimbricata,Chione subimbricata,"(Sowerby I, 1835)",
4718,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chione,,tumens,Chione tumens,"Verrill, 1870",
4719,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chione,,undatella,Chione undatella,"(Sowerby I, 1835)",
7722,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chione,,vaca,Chione vaca,"Olsson, 1942",
4580,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionista,,fluctifraga,Chionista fluctifraga,"(Sowerby I, 1835)",
4666,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionista,,sp.,Chionista sp.,,
4541,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,amathusia,Chionopsis amathusia,"(Philippi, 1844)",
7766,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,coalingensis,Chionopsis coalingensis,"(Adegoke, 1969)",
4569,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,crenifera,Chionopsis crenifera,"(Sowerby I, 1835)",
4588,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,gnidia,Chionopsis gnidia,"(Broderip & Sowerby I, 1829)",
4610,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,lilacina,Chionopsis lilacina,"(Carpenter, 1864)",
4629,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,ornatissima,Chionopsis ornatissima,"(Broderip, 1835)",
4639,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,petitiana,Chionopsis petitiana,"(d'Orbigny, 1842)",
4644,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,pubera,Chionopsis pubera,"(Bory de Saint Vincent, 1827)",
4646,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,pulicaria,Chionopsis pulicaria,"(Broderip, 1835)",
8130,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,richthofeni,Chionopsis richthofeni,"(Hertlein & Jordan, 1927)",
4652,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,rowleei,Chionopsis rowleei,"(Olsson,1922)",
4657,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,semiplicata,Chionopsis semiplicata,"(Nomland, 1917)",
4667,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,sp.,Chionopsis sp.,,
8131,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,temblorensis,Chionopsis temblorensis,"(Anderson, 1905)",
7721,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,traftoni,Chionopsis traftoni,"(Olsson, 1942)",
4722,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chionopsis,,variabilis,Chionopsis variabilis,"Nelson, 1870",
776,,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Chiton,,cumingsii,Chiton cumingsii,"Frembly, 1827",
778,,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Chiton,,granosus,Chiton granosus,"Frembly, 1827",
779,,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Chitonidae,,indet.,Chitonidae indet.,,
784,,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Chiton,,sp.,Chiton sp.,,
1571,,Animalia,Mollusca,Bivalvia,Veneroida,Galeommatidae,Chlamydoconcha,,orcutti,Chlamydoconcha orcutti,"Dall, 1884",
1575,,Animalia,Mollusca,Bivalvia,Veneroida,Galeommatidae,Chlamydoconcha,,sp.,Chlamydoconcha sp.,,
2931,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,albida,Chlamys albida,"(Arnold, 1906)",
2934,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,anapleus,Chlamys anapleus,"Woodring, 1946",
7767,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,bartschi,Chlamys bartschi,"(Arnold, 1906)",
2936,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,behringiana,Chlamys behringiana,"(Middendorff, 1849)",
7768,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,branneri,Chlamys branneri,"(Arnold, 1906)",
2942,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,calkinsi,Chlamys calkinsi,"(Arnold, 1906)",
2965,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,egregius,Chlamys egregius,"(Nomland, 1917)",
2982,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,hastata,Chlamys hastata,"(Sowerby II, 1842)",
2984,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,hertleini,Chlamys hertleini,"(Loel & Corey, 1932)",
7769,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,hodgei,Chlamys hodgei,"(Hertlein, 1925)",
2991,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,islandica,Chlamys islandica,"(Müller, 1776)",
2992,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,jordani,Chlamys jordani,"(Arnold, 1903)",
2996,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,lishkei,Chlamys lishkei,"(Dunker, 1850)",
3006,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,opuntia,Chlamys opuntia,"(Dall, 1898)",
3019,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,picoensis,Chlamys picoensis,"(Waterfall, 1929)",
3023,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,proavus,Chlamys proavus,"(Arnold, 1906)",
3027,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,rubida,Chlamys rubida,"(Hinds, 1845)",
3029,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,sespeensis,Chlamys sespeensis,"(Arnold, 1906)",
3038,,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,sp.,Chlamys sp.,,
6546,,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Chlidonophoridae,Chlidonophoridae,,indet.,Chlidonophoridae indet.,,
3971,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,atra,Chlorostoma atra,"(Lesson, 1830)",
3972,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,aureotincta,Chlorostoma aureotincta,"(Forbes, 1852)",
3974,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,brunnea,Chlorostoma brunnea,"(Philippi, 1849)",
7659,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,dalli,Chlorostoma dalli,"(Arnold, 1907)",
3975,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,dubiosa,Chlorostoma dubiosa,"(Grant & Gale, 1931)",
5060,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,euryomphala,Chlorostoma euryomphala,"(Jonas, 1844)",
3977,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,funebralis,Chlorostoma funebralis,"(Adams, 1855)",
3978,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,gallina,Chlorostoma gallina,"(Forbes, 1852)",
3979,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,hemphilli,Chlorostoma hemphilli,"(Oldroyd, 1921)",
5061,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,ignota,Chlorostoma ignota,"(Ramírez-Bohme, 1976)",
7770,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,laevis,Chlorostoma laevis,"(Addicott, 1973)",
7771,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,lahondaensis,Chlorostoma lahondaensis,"(Arnold, 1908)",
5062,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,luctuosum,Chlorostoma luctuosum,"(d'Orbigny, 1841)",
7772,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,malibuensis,Chlorostoma malibuensis,"(Loel & Corey, 1932)",
3981,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,montereyi,Chlorostoma montereyi,"(Kiener, 1850)",
8097,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,nashae,Chlorostoma nashae,"(Clark, 1915)",
4920,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,pellisserpentis,Chlorostoma pellisserpentis,"(Wood, 1828)",
8098,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,pulcella,Chlorostoma pulcella,"(Nomland, 1917)",
5063,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,quadricostata,Chlorostoma quadricostata,"(Wood, 1828)",
3985,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,sp.,Chlorostoma sp.,,
8099,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,thea,Chlorostoma thea,"(Nomland, 1917)",
3990,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,tridentata,Chlorostoma tridentata,"(Potiez & Michaud, 1838)",
8100,,Animalia,Mollusca,Gastropoda,,Tegulidae,Chlorostoma,,varistriata,Chlorostoma varistriata,"(Nomland, 1917)",
7294,,Animalia,Porifera,Demospongiae,Epipolasida,Choiidae,Choiidae,,indet.,Choiidae indet.,,
7729,207182,Animalia,Chordata,Chondrichthyes,,,Chondrichthyes,,indet.,Chondrichthyes indet.,,
7363,,Ichnofossil,,,,,Chondrites,,isp.,Chondrites isp.,,
7364,,Ichnofossil,,,,,Chondritoides,,isp.,Chondritoides isp.,,
12597,203103,Animalia,Mollusca,Cephalopoda,Sepioidea,Chondrophoridae,Chondrophoridae,,indet.,Chondrophoridae indet.,,
6579,,Animalia,Brachiopoda,Strophomenata,Productida,Chonetidae,Chonetidae,,indet.,Chonetidae indet.,,
6580,,Animalia,Brachiopoda,Strophomenata,Productida,Chonopectidae,Chonopectidae,,indet.,Chonopectidae indet.,,
6679,,Animalia,Coelenterata,Anthozoa,Rugosa,Chonophyllidae,Chonophyllidae,,indet.,Chonophyllidae indet.,,
6581,,Animalia,Brachiopoda,Strophomenata,Productida,Chonostrophiidae,Chonostrophiidae,,indet.,Chonostrophiidae indet.,,
8149,207179,Animalia,Chordata,,,,Chordata,,indet.,Chordata indet.,,
6514,,Animalia,Brachiopoda,Rhynchonellata,Spiriferida,Choristitidae,Choristitidae,,indet.,Choristitidae indet.,,
3117,,Animalia,Mollusca,Bivalvia,Veneroida,Petricolidae,Choristodon,,robustus,Choristodon robustus,"(Sowerby I, 1834)",
3120,,Animalia,Mollusca,Bivalvia,Veneroida,Petricolidae,Choristodon,,sp.,Choristodon sp.,,
2476,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Choromytilus,,chorus,Choromytilus chorus,"(Molina, 1782)",
2532,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Choromytilus,,palliopunctatus,Choromytilus palliopunctatus,"(Carpenter, 1857)",
2561,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Choromytilus,,sp.,Choromytilus sp.,,
5021,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chorus,,giganteus,Chorus giganteus,"(Lesson, 1829)",
9766,,Animalia,Arthropoda,Trilobita,Phacopida,Phacopidae,Chotecops,,ferdinandi,Chotecops ferdinandi,"(Kayser, 1880 )",
6600,,Animalia,Brachiopoda,Strophomenata,Strophomenida,Christianiidae,Christianiidae,,indet.,Christianiidae indet.,,
5155,204478,Animalia,Mollusca,Gastropoda,Neogastropoda,Perissityidae,Christitys,,delta,Christitys delta,"Popenoe & Saul, 1987",
7271,204479,Animalia,Mollusca,Gastropoda,Neogastropoda,Perissityidae,Christitys,,martini,Christitys martini,"Popenoe & Saul, 1987",
7272,204480,Animalia,Mollusca,Gastropoda,Neogastropoda,Perissityidae,Christitys,,medica,Christitys medica,"Popenoe & Saul, 1987",
3453,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,callimorpha,Chrysallida callimorpha,"(Dall & Bartsch, 1909)",
3464,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,cincta,Chrysallida cincta,"(Carpenter, 1864)",
3469,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,communis,Chrysallida communis,"(Adams, 1852)",
3478,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,elsiae,Chrysallida elsiae,"(Willett, 1948)",
3532,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,lapazana,Chrysallida lapazana,"(Dall & Bartsch, 1909)",
3536,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,licina,Chrysallida licina,"(Dall & Bartsch, 1909)",
3539,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,lucca,Chrysallida lucca,"(Dall & Bartsch, 1909)",
3557,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,oregonensis,Chrysallida oregonensis,"(Dall & Bartsch, 1907)",
3570,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,pulcia,Chrysallida pulcia,"(Dall & Bartsch, 1909)",
3582,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,santamariensis,Chrysallida santamariensis,"(Bartsch, 1917)",
3585,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,sapia,Chrysallida sapia,"(Dall & Bartsch, 1909)",
3588,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,scammonensis,Chrysallida scammonensis,"(Dall & Bartsch, 1909)",
8084,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,sequoiana,Chrysallida sequoiana,"(Addicott, 1970)",
3596,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,sp.,Chrysallida sp.,,
3644,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Chrysallida,,thalia,Chrysallida thalia,"(Bartsch, 1912)",
6110,118538,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysomelidae,,indet.,Chrysomelidae indet.,,
6158,118574,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopidae,,indet.,Chrysopidae indet.,,
12723,,Animalia,Arthropoda,,Sessilia,Chthamalidae,Chthamalus,,dalli,Chthamalus dalli,"Pilsbry, 1916",
12724,,Animalia,Arthropoda,,Sessilia,Chthamalidae,Chthamalus,,fissus,Chthamalus fissus,"Darwin, 1854",
12713,,Animalia,Arthropoda,,Sessilia,Chthamalidae,Chthamalus,,sp.,Chthamalus sp.,,
7517,,Chromista,Foraminifera,,Foraminiferida,Cibicididae,Cibicididae,,indet.,Cibicididae indet.,,
6140,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Cicadidae,,indet.,Cicadidae indet.,,
786,203023,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Cidaridae,,indet.,Cidaridae indet.,,
12080,204871,Animalia,Mollusca,Gastropoda,Vetigastropoda,Calliotropidae,Cidarina,,beta,Cidarina beta,"Saul & Squires, 2003",
402,,Animalia,Mollusca,Gastropoda,,Calliotropidae,Cidarina,,cidaris,Cidarina cidaris,"(Carpenter, 1864)",
12081,204872,Animalia,Mollusca,Gastropoda,Vetigastropoda,Calliotropidae,Cidarina,,cretacea,Cidarina cretacea,"Squires & Saul, 2003",
12082,204873,Animalia,Mollusca,Gastropoda,Vetigastropoda,Calliotropidae,Cidarina,,grahami,Cidarina grahami,"Squires, 2011",
405,203263,Animalia,Mollusca,Gastropoda,,Calliotropidae,Cidarina,,sp.,Cidarina sp.,,
12155,205015,Animalia,Echinodermata,,,Cidaridae,Cidaris,,tehamaensis,Cidaris tehamaensis,"Clark, 1915",
924,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Cilara,,secalina,Cilara secalina,"(Philippi, 1846)",
931,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Cilara,,sp.,Cilara sp.,,
791,,Animalia,Mollusca,Gastropoda,,Cimidae,Cimidae,,indet.,Cimidae indet.,,
12039,,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Procerithiidae,Cimolithium,(Echinobathra),austinense,Cimolithium (Echinobathra) austinense,"Allison, 1955",
12040,204591,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Procerithiidae,Cimolithium,,eleanorae,Cimolithium eleanorae,"Allison, 1955",
12496,203265,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Procerithiidae,Cimolithium,,sp.,Cimolithium sp.,,
6840,,Animalia,Echinodermata,Crinoidea,Disparida,Cincinnaticrinidae,Cincinnaticrinidae,,indet.,Cincinnaticrinidae indet.,,
10006,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Cingula,,montereyensis,Cingula montereyensis,"Bartsch, 1912",
794,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cingulopsidae,Cingulopsidae,,indet.,Cingulopsidae indet.,,
9073,,Animalia,Arthropoda,Trilobita,Redlichiida,Nevadiidae,Cirquella,,nelsoni,Cirquella nelsoni,"(Nelson, 1976)",
9074,,Animalia,Arthropoda,Trilobita,Redlichiida,Nevadiidae,Cirquella,,nummularia,Cirquella nummularia,"(Fritz, 1993)",
12864,202909,Animalia,Arthropoda,,,,Cirripedia,,indet.,Cirripedia indet.,,
12072,204874,Animalia,Mollusca,Gastropoda,Vetigastropoda,Ataphridae,Cirsochilus,,gilberti,Cirsochilus gilberti,"Allison, 1955",
12502,203266,Animalia,Mollusca,Gastropoda,Vetigastropoda,Ataphridae,Cirsochilus,,sp.,Cirsochilus sp.,,
7061,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Cladiscitidae,Cladiscitidae,,indet.,Cladiscitidae indet.,,
11183,204168,Animalia,Mollusca,Bivalvia,Pteriida,Inoceramidae,Cladoceramus,,undulatoplicatus,Cladoceramus undulatoplicatus,"Roemer, 1852",
5000,,Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Claibornites,(Claibornites),diegoensis,Claibornites (Claibornites) diegoensis,"(Dickerson, 1916)",
5008,,Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Claibornites,(Codalucina),muirensis,Claibornites (Codalucina) muirensis,"(Dickerson, 1914)",
5014,,Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Claibornites,(Codalucina),turneri,Claibornites (Codalucina) turneri,"(Stanton, 1896)",
6464,,Animalia,Brachiopoda,Rhynchonellata,Pentamerida,Clarkellidae,Clarkellidae,,indet.,Clarkellidae indet.,,
6752,,Animalia,Coelenterata,Hydrozoa,Stromatoporoidea,Clathrodictyidae,Clathrodictyidae,,indet.,Clathrodictyidae indet.,,
1261,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Clathrodrillia,,berryi,Clathrodrillia berryi,"(McLean & Poorman, 1971)",
8231,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Clathrodrillia,,coalingensis,Clathrodrillia coalingensis,"(Arnold, 1909)",
1288,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Clathrodrillia,,sp.,Clathrodrillia sp.,,
813,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Clathromangelia,,fuscoligata,Clathromangelia fuscoligata,"(Dall, 1871)",
829,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Clathromangelia,,rhyssa,Clathromangelia rhyssa,"(Dall, 1919)",
835,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Clathromangelia,,sp.,Clathromangelia sp.,,
820,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Clathurella,,maryae,Clathurella maryae,"McLean & Poorman, 1971",
828,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Clathurella,,rava,Clathurella rava,"(Hinds, 1843)",
830,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Clathurella,,rigida,Clathurella rigida,"(Hinds, 1843)",
836,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Clathurella,,sp.,Clathurella sp.,,
816,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Clathurellidae,,indet.,Clathurellidae indet.,,
9187,,Animalia,Arthropoda,Trilobita,Corynexochida,Dorypygidae,Clavaspidella,,bela,Clavaspidella bela,"(Walcott, 1918)",
9188,,Animalia,Arthropoda,Trilobita,Corynexochida,Dorypygidae,Clavaspidella,,bithus,Clavaspidella bithus,"(Walcott, 1918)",
9189,,Animalia,Arthropoda,Trilobita,Corynexochida,Dorypygidae,Clavaspidella,,howelli,Clavaspidella howelli,"(Walcott, 1918)",
9190,,Animalia,Arthropoda,Trilobita,Corynexochida,Dorypygidae,Clavaspidella,,maximus,Clavaspidella maximus,"(Mason, 1935)",
12866,,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Clavilithes,,sp.,Clavilithes sp.,,
7992,,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Clavilithes,,tabulatus,Clavilithes tabulatus,"(Dickerson, 1913)",
9575,,Animalia,Arthropoda,Trilobita,Ptychopariida,Kingstoniidae,Clelandia,,aspina,Clelandia aspina,"(Ross and Barnes, 1967)",
9576,,Animalia,Arthropoda,Trilobita,Ptychopariida,Kingstoniidae,Clelandia,,bispina,Clelandia bispina,"(Ross and Barnes, 1967)",
8118,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Clementia,(Egesta),brioniana,Clementia (Egesta) brioniana,"(Trask, 1922)",
8121,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Clementia,(Egesta),conradiana,Clementia (Egesta) conradiana,"(Anderson, 1905)",
7773,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Clementia,(Egesta),elongata,Clementia (Egesta) elongata,"Wiedey, 1928",
4940,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Clementia,(Egesta),inoceriformis,Clementia (Egesta) inoceriformis,"(Wagner, 1840)",
5078,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Clementia,(Egesta),martini,Clementia (Egesta) martini,"(Clark, 1915)",
5079,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Clementia,(Egesta),pertenuis,Clementia (Egesta) pertenuis,"(Gabb, 1866)",
4658,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Clementia,(Egesta),solida,Clementia (Egesta) solida,"(Dall, 1902)",
4668,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Clementia,(Egesta),sp.,Clementia (Egesta) sp.,,
11406,204607,Animalia,Mollusca,Cephalopoda,Ammonoidea,Cleoniceratidae,Cleoniceras,,modestum,Cleoniceras modestum,"Anderson, 1938",
12271,203268,Animalia,Mollusca,Cephalopoda,Ammonoidea,Cleoniceratidae,Cleoniceras,,sp.,Cleoniceras sp.,,
11407,204608,Animalia,Mollusca,Cephalopoda,Ammonoidea,Cleoniceratidae,Cleoniceras,,susukii,Cleoniceras susukii,"Murphy & Rodda, 1959",
12559,202972,Animalia,Mollusca,Cephalopoda,Ammonoidea,Cleoniceratidae,Cleoniceratidae,,indet.,Cleoniceratidae indet.,,
4354,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Triviidae,Cleotrivia,,atomaria,Cleotrivia atomaria,"(Dall, 1902)",
4363,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Triviidae,Cleotrivia,,sp.,Cleotrivia sp.,,
4896,,Animalia,Mollusca,Bivalvia,Anomalodesmata,Pandoridae,Clidiophora,,claviculata,Clidiophora claviculata,"(Carpenter, 1856)",
2897,,Animalia,Mollusca,Bivalvia,Anomalodesmata,Pandoridae,Clidiophora,,cornuta,Clidiophora cornuta,"(Adams, 1852)",
2899,,Animalia,Mollusca,Bivalvia,Anomalodesmata,Pandoridae,Clidiophora,,dorsorectus,Clidiophora dorsorectus,"Valentich-Scott & Skoglund, 2010",
2908,,Animalia,Mollusca,Bivalvia,Anomalodesmata,Pandoridae,Clidiophora,,sp.,Clidiophora sp.,,
12790,,Animalia,Arthropoda,Trilobita,Ptychopariida,Solenopleuridae,Cliffia,,sp.,Cliffia sp.,,
12791,,Animalia,Arthropoda,Trilobita,Ptychopariida,Solenopleuridae,Cliffia,,wilsoni,Cliffia wilsoni,"(Lochman, 1964)",
7365,,Ichnofossil,,,,,Climacodichnus,,isp.,Climacodichnus isp.,,
7366,,Ichnofossil,,,,,Climactichnites,,isp.,Climactichnites isp.,,
529,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Ciliatocardium),ciliatum,Clinocardium (Ciliatocardium) ciliatum,"(Fabricius, 1780)",
572,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Ciliatocardium),sp.,Clinocardium (Ciliatocardium) sp.,,
532,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Clinocardium),coosense,Clinocardium (Clinocardium) coosense,"(Dall, 1909)",
535,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Clinocardium),dickersoni,Clinocardium (Clinocardium) dickersoni,"(Clark, 1918)",
548,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Clinocardium),meekianum,Clinocardium (Clinocardium) meekianum,"(Gabb, 1866)",
552,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Clinocardium),nuttallii,Clinocardium (Clinocardium) nuttallii,"(Conrad, 1837)",
557,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Clinocardium),praeblandum,Clinocardium (Clinocardium) praeblandum,"Keen, 1954",
558,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Clinocardium),pristinum,Clinocardium (Clinocardium) pristinum,"Keen, 1954",
573,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Clinocardium),sp.,Clinocardium (Clinocardium) sp.,,
