TaxTaxNo,EMUIRN,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SUBGENUS,SPECIES,TAXON,AITHOR,AITHOR1
1584,,Animalia,Mollusca,Bivalvia,,Gastrochaenidae,Gastrochaena,,brevis,Gastrochaena brevis,"(Sowerby I, 1834)",
1585,,Animalia,Mollusca,Bivalvia,,Gastrochaenidae,Gastrochaena,,denticulata,Gastrochaena denticulata,"Deshayes, 1855",
1587,,Animalia,Mollusca,Bivalvia,,Gastrochaenidae,Gastrochaena,,ovata,Gastrochaena ovata,"(Sowerby I, 1834)",
1589,,Animalia,Mollusca,Bivalvia,,Gastrochaenidae,Gastrochaena,,sp.,Gastrochaena sp.,,
1586,,Animalia,Mollusca,Bivalvia,,Gastrochaenidae,Gastrochaenidae,,indet.,Gastrochaenidae indet.,,
7569,203153,Ichnofossil,,,,,Gastrochaenolites,,isp.,Gastrochaenolites isp.,,
6010,202901,Animalia,Mollusca,Gastropoda,,,Gastropoda,,indet.,Gastropoda indet.,,
11516,203905,Animalia,Mollusca,Cephalopoda,Ammonoidea,Gaudryceratidae,Gaudryceras,(Gaudryceras),denmanense,Gaudryceras (Gaudryceras) denmanense,"(Whiteaves, 1901)",
11517,205046,Animalia,Mollusca,Cephalopoda,Ammonoidea,Gaudryceratidae,Gaudryceras,(Gaudryceras),denseplicatum denseplicatum,Gaudryceras (Gaudryceras) denseplicatum denseplicatum,"(Jimbo, 1894)",
11515,204654,Animalia,Mollusca,Cephalopoda,Ammonoidea,Gaudryceratidae,Gaudryceras,,delvallense,Gaudryceras delvallense,"(Anderson, 1958)",
11518,204655,Animalia,Mollusca,Cephalopoda,Ammonoidea,Gaudryceratidae,Gaudryceras,,neptunium,Gaudryceras neptunium,"(Anderson, 1938)",
12306,203347,Animalia,Mollusca,Cephalopoda,Ammonoidea,Gaudryceratidae,Gaudryceras,,sp.,Gaudryceras sp.,,
11519,204656,Animalia,Mollusca,Cephalopoda,Ammonoidea,Gaudryceratidae,Gaudryceras,,texanum,Gaudryceras texanum,"(Anderson, 1958)",
12566,202979,Animalia,Mollusca,Cephalopoda,Ammonoidea,Gaudryceratidae,Gaudryceratidae,,indet.,Gaudryceratidae indet.,,
13329,,Chromista,Foraminifera,Globothalamea,Lituolida,Verneuilinidae,Gaudryina,,arenaria,Gaudryina arenaria,"Galloway & Wissler, 1927",
13184,,Animalia,Arthropoda,Trilobita,Phacopida,Phacopidae,Geesops,,sparsinodus,Geesops sparsinodus,"(Struve, 1982)",
7193,,Animalia,Mollusca,Cephalopoda,Orthocerida,Geisonoceratidae,Geisonoceratidae,,indet.,Geisonoceratidae indet.,,
6586,,Animalia,Brachiopoda,Strophomenata,Productida,Gemmelleroiidae,Gemmelleroiidae,,indet.,Gemmelleroiidae indet.,,
13093,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Gemmula,,diabloensis,Gemmula diabloensis,"Clark & Woodford, 1927",
4442,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Gemmula,,hindsiana,Gemmula hindsiana,"Berry, 1958",
4462,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Gemmula,,sp.,Gemmula sp.,,
13224,,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Gemmula,,wattsi,Gemmula wattsi,"Anderson & Hanna, 1925",
289,,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Gemophos,,ringens,Gemophos ringens,"(Reeve, 1846)",
302,,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Gemophos,,sp.,Gemophos sp.,,
7076,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Gephuroceratidae,Gephuroceratidae,,indet.,Gephuroceratidae indet.,,
6277,,Animalia,Arthropoda,Trilobita,Agnostida,Geragnostidae,Geragnostidae,,indet.,Geragnostidae indet.,,
12877,203348,Animalia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Gervillia,,sp.,Gervillia sp.,,
1168,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,Gibberula,,polita,Gibberula polita,"(Carpenter, 1857)",
1170,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,Gibberula,,sp.,Gibberula sp.,,
1176,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,Gibberula,,subtrigona,Gibberula subtrigona,"(Carpenter, 1864)",
8111,,Animalia,Mollusca,Gastropoda,,Trochidae,Gibbula,,baileyi,Gibbula baileyi,"Addicott, 1970",
13077,,Animalia,Mollusca,Gastropoda,Heterostropha,Ringiculidae,Gilbertina,,popenoei,Gilbertina popenoei,"Zinsmeister, 1983",
6552,,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Gillediidae,Gillediidae,,indet.,Gillediidae indet.,,
7590,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Gisortia,,clarki,Gisortia clarki,"Ingram, 1940",
7524,,Chromista,Foraminifera,,Foraminiferida,Glandulinidae,Glandulinidae,,indet.,Glandulinidae indet.,,
605,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Glans,,carpenteri,Glans carpenteri,"(Lamy, 1922)",
632,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Glans,,sp.,Glans sp.,,
6334,,Animalia,Arthropoda,Trilobita,Ptychopariida,Glaphuridae,Glaphuridae,,indet.,Glaphuridae indet.,,
10151,,Animalia,Arthropoda,Trilobita,Ptychopariida,Glaphuridae,Glaphurina,,pustulata,Glaphurina pustulata,(Walcott),
12044,204594,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Turritellidae,Glauconia,,hesperia,Glauconia hesperia,"Anderson, 1938",
12499,203349,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Turritellidae,Glauconia,,sp.,Glauconia sp.,,
10075,,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Glebocarcinus,,oregonensis,Glebocarcinus oregonensis,"(Dana, 1852)",
9604,,Animalia,Arthropoda,Trilobita,Ptychopariida,Raphiophoridae,Globampyx,,trinucleoides,Globampyx trinucleoides,"(Fortey, 1975)",
11800,204522,Animalia,Mollusca,Gastropoda,,Acteonidae,Globiconcha,,remondii,Globiconcha remondii,"Gabb, 1864",
12400,203350,Animalia,Mollusca,Gastropoda,,Acteonidae,Globiconcha,,sp.,Globiconcha sp.,,
1257,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Globidrillia,,arbela,Globidrillia arbela,"(Dall, 1919)",
1270,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Globidrillia,,hemphilli,Globidrillia hemphilli,"(Stearns, 1871)",
1277,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Globidrillia,,micans,Globidrillia micans,"(Hinds, 1843)",
1293,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Globidrillia,,sp.,Globidrillia sp.,,
7525,,Chromista,Foraminifera,,Foraminiferida,Globigerinidae,Globigerinidae,,indet.,Globigerinidae indet.,,
7675,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Globivenus,,carrizoensis,Globivenus carrizoensis,"(Loel & Corey, 1932)",
4583,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Globivenus,,fordii,Globivenus fordii,"(Yates, 1890)",
4599,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Globivenus,,isocardia,Globivenus isocardia,"(Verrill, 1870)",
4616,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Globivenus,,magdalenae,Globivenus magdalenae,"(Dall, 1902)",
4649,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Globivenus,,rigida,Globivenus rigida,"(Dillwyn, 1817)",
4654,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Globivenus,,rugatina,Globivenus rugatina,"(Dillwyn, 1817)",
4673,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Globivenus,,sp.,Globivenus sp.,,
7526,,Chromista,Foraminifera,,Foraminiferida,Globorotaliidae,Globorotaliidae,,indet.,Globorotaliidae indet.,,
2631,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,altus,Glossaulax altus,"(Arnold, 1903)",
7617,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,andersoni,Glossaulax andersoni,"(Clark, 1918)",
8273,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,bolivarensis,Glossaulax bolivarensis,"(Woodring, 1957)",
7639,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,globosa,Glossaulax globosa,"(Gabb, 1869)",
7801,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,inezana,Glossaulax inezana,"(Conrad, 1857)",
7636,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,jamesae,Glossaulax jamesae,"(Moore, 1963)",
8277,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,pabloensis,Glossaulax pabloensis,"(Clark, 1915)",
2658,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,reclusiana,Glossaulax reclusiana,"(Deshayes, 1839)",
7802,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,secta,Glossaulax secta,"(Gabb, 1864)",
2666,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,sp.,Glossaulax sp.,,
2675,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,thomsonae,Glossaulax thomsonae,"(Hickman, 1969)",
7803,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Glossaulax,,vancouverensis,Glossaulax vancouverensis,"(Clark & Arnold, 1923)",
12546,203124,Animalia,Mollusca,Bivalvia,Venerida,Glossidae,Glossidae,,indet.,Glossidae indet.,,
6483,,Animalia,Brachiopoda,Rhynchonellata,Rhynchonellida,Glossinotoechiidae,Glossinotoechiidae,,indet.,Glossinotoechiidae indet.,,
6982,,Animalia,Graptolithina,,Graptoloidea,Glossograptidae,Glossograptidae,,indet.,Glossograptidae indet.,,
9132,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,belesis,Glossopleura belesis,"(Clark, 1921)",
9131,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,boccar,Glossopleura boccar,"(Walcott, 1916)",
9138,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,californica,Glossopleura californica,"(Stoyanow, 1955)",
9139,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,gigantea,Glossopleura gigantea,"(Resser, 1939)",
9140,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,gomezi,Glossopleura gomezi,"(Stoyanow, 1952)",
9137,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,leona,Glossopleura leona,"(Lochman, 1953)",
9133,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,lodensis,Glossopleura lodensis,"(Clark, 1921)",
9134,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,mckeei,Glossopleura mckeei,"(Resser, 1935)",
9142,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,mohavensis,Glossopleura mohavensis,"(Resser, 1935)",
13342,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolicocephalidae,Glossopleura,,packi,Glossopleura packi,"(Resser, 1935)",
9135,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,productus,Glossopleura productus,"(Hall and Whitfield, 1877)",
9143,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,sp.,Glossopleura sp.,,
9130,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,templensis,Glossopleura templensis,"(Rasetti, 1951)",
9141,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,torresi,Glossopleura torresi,"(Stoyanow, 1952)",
9136,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolichometopidae,Glossopleura,,walcotti,Glossopleura walcotti,"(Poulsen, 1927)",
13150,,Animalia,Arthropoda,Trilobita,Corynexochida,Dolicocephalidae,Glossopleura,,williamsi,Glossopleura williamsi,"(Kobayashi, 1936)",
12956,,Animalia,Mollusca,Bivalvia,Venerida,Glossidae,Glossus,(Meiocardia),susukii,Glossus (Meiocardia) susukii,"Squires & Advocate, 1986",
11248,206100,Animalia,Mollusca,Bivalvia,Venerida,Glossidae,Glossus,,delta,Glossus delta,(Popenoe),
12215,205708,Animalia,Mollusca,Bivalvia,Venerida,Glossidae,Glossus,,sp.,Glossus sp.,,
1858,,Animalia,Brachiopoda,Lingulata,Lingulida,Lingulidae,Glottidia,,albida,Glottidia albida,"(Hinds, 1844)",
1860,,Animalia,Brachiopoda,Lingulata,Lingulida,Lingulidae,Glottidia,,sp.,Glottidia sp.,,
7390,,Ichnofossil,,,,,Gluckstadtella,,isp.,Gluckstadtella isp.,,
1600,203008,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymerididae,,indet.,Glycymerididae indet.,,
7804,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,branneri,Glycymeris branneri,"Arnold, 1908",
1593,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,buwaldi,Glycymeris buwaldi,"Clark, 1918",
1594,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,colchaguensis,Glycymeris colchaguensis,"(Hupé, 1854)",
1596,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,eocenica,Glycymeris eocenica,"(Weaver, 1912)",
8247,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,fresnoensis,Glycymeris fresnoensis,"Dickerson, 1916",
1598,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,gigantea,Glycymeris gigantea,"(Reeve, 1843)",
1601,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,intermedius,Glycymeris intermedius,"(Broderip, 1832)",
1603,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,keenae,Glycymeris keenae,"Willett, 1944",
1604,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,lintea,Glycymeris lintea,"Olsson, 1961",
1605,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,maculata,Glycymeris maculata,"(Broderip, 1832)",
1608,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,ovata,Glycymeris ovata,"(Broderip, 1832)",
11015,203999,Animalia,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymeris,,ovatus,Glycymeris ovatus,"(Stanton, 1895)",
11016,204000,Animalia,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymeris,,pacifica,Glycymeris pacifica,"(Anderson, 1902)",
8248,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,perrini,Glycymeris perrini,"Dickerson, 1916",
1610,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,rosecanyonensis,Glycymeris rosecanyonensis,"Hanna, 1927",
1612,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,septentrionalis,Glycymeris septentrionalis,"(Middendorff, 1849)",
1614,203351,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,sp.,Glycymeris sp.,,
1618,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,subobsoleta,Glycymeris subobsoleta,"(Carpenter, 1864)",
1619,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,swartsi,Glycymeris swartsi,"Hertlein & Jordan, 1927",
1621,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,viticola,Glycymeris viticola,"Anderson & Hanna, 1925",
1622,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,whaleyi,Glycymeris whaleyi,"Nicol, 1947",
11000,204001,Animalia,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymeris,,yoloensis,Glycymeris yoloensis,"Squires, 2010",
11001,204002,Animalia,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymerita,,aleuta,Glycymerita aleuta,"Squires, 2010",
11002,204003,Animalia,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymerita,,banosensis,Glycymerita banosensis,"(Anderson, 1958)",
1606,204004,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymerita,,major,Glycymerita major,"(Stanton, 1896)",
11003,204004,Animalia,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymerita,,major,Glycymerita major,"(Stanton, 1896)",
1609,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymerita,,reefensis,Glycymerita reefensis,"(Vokes, 1939)",
1611,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymerita,,sagittata,Glycymerita sagittata,"(Gabb, 1864)",
1615,203352,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymerita,,sp.,Glycymerita sp.,,
1620,,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymerita,,tecolotensis,Glycymerita tecolotensis,"(Hanna, 1927)",
11004,204005,Animalia,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymerita,,veatchii,Glycymerita veatchii,"(Gabb, 1864)",
9304,,Animalia,Arthropoda,Trilobita,Ptychopariida,Anomocaridae,Glyphaspis,,concava,Glyphaspis concava,"(Sundberg, 1994)",
9303,,Animalia,Arthropoda,Trilobita,Ptychopariida,Anomocaridae,Glyphaspis,,sp.,Glyphaspis sp.,,
800,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Glyphostoma,,bayeri,Glyphostoma bayeri,"Olsson, 1971",
801,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Glyphostoma,,candida,Glyphostoma candida,"(Hinds, 1843)",
815,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Glyphostoma,,immaculata,Glyphostoma immaculata,"Dall, 1908",
822,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Glyphostoma,,myrae,Glyphostoma myrae,"Shasky, 1971",
824,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Glyphostoma,,neglecta,Glyphostoma neglecta,"(Hinds, 1843)",
831,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Glyphostoma,,scobina,Glyphostoma scobina,"McLean & Poorman, 1971",
841,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Glyphostoma,,sp.,Glyphostoma sp.,,
2150,,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Glyptaesopus,,oldroydi,Glyptaesopus oldroydi,"(Arnold, 1903)",
228,,Animalia,Mollusca,Gastropoda,Neogastropoda,Borsoniidae,Glyptaesopus,,phylira,Glyptaesopus phylira,"(Dall, 1919)",
231,,Animalia,Mollusca,Gastropoda,Neogastropoda,Borsoniidae,Glyptaesopus,,sp.,Glyptaesopus sp.,,
10186,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Glyptagnostus,,reticulatus,Glyptagnostus reticulatus,"(Angelin, 1851)",
7805,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Glyptoactis,(Claibornicardia),domenginica,Glyptoactis (Claibornicardia) domenginica,"(Vokes, 1939)",
7806,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Glyptoactis,(Claibornicardia),keenae,Glyptoactis (Claibornicardia) keenae,"(Verastegui, 1953)",
7807,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Glyptoactis,(Claibornicardia),marksi,Glyptoactis (Claibornicardia) marksi,"(Verastegui, 1953)",
7808,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Glyptoactis,(Claibornicardia),sandiegoensis,Glyptoactis (Claibornicardia) sandiegoensis,"(Hanna, 1927)",
624,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Glyptoactis,(Fasciculicardia),patagonica,Glyptoactis (Fasciculicardia) patagonica,"(Sowerby, 1846)",
633,,Animalia,Mollusca,Bivalvia,Carditoida,Carditidae,Glyptoactis,(Fasciculicardia),sp.,Glyptoactis (Fasciculicardia) sp.,,
6857,,Animalia,Echinodermata,Crinoidea,Monobathrida,Glyptocrinidae,Glyptocrinidae,,indet.,Glyptocrinidae indet.,,
12856,,Animalia,Echinodermata,Rhombifera,Glyptocystida,Callocystidae,Glyptocystites,,sp.,Glyptocystites sp.,,
6249,,Animalia,Arthropoda,Ostracoda,Palaeocopida,Glyptopleuridae,Glyptopleuridae,,indet.,Glyptopleuridae indet.,,
6441,,Animalia,Brachiopoda,Rhynchonellata,Orthida,Glyptorthidae,Glyptorthidae,,indet.,Glyptorthidae indet.,,
11493,204657,Animalia,Mollusca,Cephalopoda,Ammonoidea,Diplomoceratidae,Glyptoxoceras,,indicum,Glyptoxoceras indicum,"(Forbes, 1846)",
12297,203353,Animalia,Mollusca,Cephalopoda,Ammonoidea,Diplomoceratidae,Glyptoxoceras,,sp.,Glyptoxoceras sp.,,
11494,204658,Animalia,Mollusca,Cephalopoda,Ammonoidea,Diplomoceratidae,Glyptoxoceras,,subcompressum,Glyptoxoceras subcompressum,"(Forbes, 1846)",
9127,,Animalia,Arthropoda,Trilobita,Corynexochida,Oryctocephalidae,Goldfieldia,,pacifica,Goldfieldia pacifica,"(Palmer, 1964)",
9128,,Animalia,Arthropoda,Trilobita,Corynexochida,Oryctocephalidae,Goldfieldia,,sp.,Goldfieldia sp.,,
6163,207513,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphidae,,indet.,Gomphidae indet.,,
6877,,Animalia,Echinodermata,Cystoidea,Diploporita,Gomphocystitidae,Gomphocystitidae,,indet.,Gomphocystitidae indet.,,
6442,,Animalia,Brachiopoda,Rhynchonellata,Orthida,Gonambonitidae,Gonambonitidae,,indet.,Gonambonitidae indet.,,
6201,,Animalia,Arthropoda,Malacostraca,Decapoda,Goneplacidae,Goneplacidae,,indet.,Goneplacidae indet.,,
10183,,Animalia,Arthropoda,Trilobita,Agnostida,Agnostidae,Goniagnostus,,nathorsti,Goniagnostus nathorsti,"(Brogger, 1878)",
6966,,Animalia,Echinodermata,Stelleroidea,Valvatida,Goniasteridae,Goniasteridae,,indet.,Goniasteridae indet.,,
7077,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Goniatitidae,Goniatitidae,,indet.,Goniatitidae indet.,,
9532,,Animalia,Arthropoda,Trilobita,Agnostida,Hastagnostidae,Gonioagnostus,,nathorsti,Gonioagnostus nathorsti,"(Brogger, 1878)",
7036,,Animalia,Mollusca,Cephalopoda,Actinocerida,Gonioceratidae,Gonioceratidae,,indet.,Gonioceratidae indet.,,
12193,203354,Animalia,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Goniomya,,sp.,Goniomya sp.,,
11154,204136,Animalia,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Goniomya,,vespera,Goniomya vespera,"Anderson, 1938",
6683,,Animalia,Coelenterata,Anthozoa,Rugosa,Goniophyllidae,Goniophyllidae,,indet.,Goniophyllidae indet.,,
9635,,Animalia,Arthropoda,Trilobita,Phacopida,Bathyuridae,Goniotelina,,hesperia,Goniotelina hesperia,"(Ross and Barnes, 1967)",
9636,,Animalia,Arthropoda,Trilobita,Phacopida,Bathyuridae,Goniotelina,,williamsi,Goniotelina williamsi,"(Ross, 1951)",
7391,,Ichnofossil,,,,,Gordia,,isp.,Gordia isp.,,
4554,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Gouldia,,californica,Gouldia californica,"Dall, 1917",
4562,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Gouldia,,cerina,Gouldia cerina,"(Adams, 1847)",
4674,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Gouldia,,sp.,Gouldia sp.,,
6779,,Animalia,Echinodermata,Blastoidea,Spiraculata,Granatocrinidae,Granatocrinidae,,indet.,Granatocrinidae indet.,,
9535,,Animalia,Arthropoda,Trilobita,Agnostida,Phalacromidae,Grandagnostus,,vermontanus,Grandagnostus vermontanus,"(Howell, 1937)",
9085,,Animalia,Arthropoda,Trilobita,Redlichiida,Holmiidae,Grandinasus,,argentus,Grandinasus argentus,"(Walcott, 1910)",
1464,,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Granolaria,,salmo,Granolaria salmo,"(Wood, 1828)",
1469,,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Granolaria,,sp.,Granolaria sp.,,
798,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Granotoma,,albrechti,Granotoma albrechti,"(Krause, 1885)",
818,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Granotoma,,krausei,Granotoma krausei,"(Dall, 1887)",
842,,Animalia,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Granotoma,,sp.,Granotoma sp.,,
1165,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,Granula,,minor,Granula minor,"(Adams, 1852)",
1171,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,Granula,,sp.,Granula sp.,,
1164,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,Granulina,,margaritula,Granulina margaritula,"(Carpenter, 1857)",
1172,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,Granulina,,sp.,Granulina sp.,,
12690,203355,Animalia,Mollusca,Gastropoda,Neogastropoda,Ptychatractidae,Graphidula,,sp.,Graphidula sp.,,
6815,,Animalia,Echinodermata,Crinoidea,Cladida,Graphiocrinidae,Graphiocrinidae,,indet.,Graphiocrinidae indet.,,
792,,Animalia,Mollusca,Gastropoda,,Cimidae,Graphis,,shepardiana,Graphis shepardiana,"Dall, 1919",
793,,Animalia,Mollusca,Gastropoda,,Cimidae,Graphis,,sp.,Graphis sp.,,
7078,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Graphoceratidae,Graphoceratidae,,indet.,Graphoceratidae indet.,,
12861,,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Grapsidae,,indet.,Grapsidae indet.,,
1201,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Graptacme,,semipolita,Graptacme semipolita,"(Broderip & Sowerby, 1829)",
1205,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Graptacme,,sp.,Graptacme sp.,,
6972,,Animalia,Graptolithina,,,,Graptolithina,,indet.,Graptolithina indet.,,
6976,,Animalia,Graptolithina,,Graptoloidea,,Graptoloidea,,indet.,Graptoloidea indet.,,
12249,203356,Animalia,Mollusca,Cephalopoda,Ammonoidea,Acanthoceratidae,Graysonites,,sp.,Graysonites sp.,,
11346,204659,Animalia,Mollusca,Cephalopoda,Ammonoidea,Acanthoceratidae,Graysonites,,wooldridgei,Graysonites wooldridgei,"Young, 1958",
9755,,Animalia,Arthropoda,Trilobita,Phacopida,Dalmanitidae,Greenops,,boothi,Greenops boothi,"(Green, 1837)",
12757,,Animalia,Arthropoda,Trilobita,Phacopida,Dalmanitidae,Greenops,,sp.,Greenops sp.,,
