index,SitSiteNumber,AdmOriginalData 1,AdmOriginalData 4,IPCollName_tab 1,IPCollName_tab 2,IPCollName_tab 3,IPCollName_tab 4,IPCollName_tab,IPCollName_tab (verbatim),IPStartDate0,IPEndDate0,Date (verbatim)
15179,LACMIP 6696,,,unknown,,,,unknown,,,,
15180,LACMIP 6697,,,unknown,,,,unknown,,,,
15181,LACMIP 6698,,,unknown,,,,unknown,,,,
15182,LACMIP 6699,,,unknown,,,,unknown,,,,
15183,LACMIP 6700,,,unknown,,,,unknown,,,,
15184,LACMIP 6701,,,unknown,,,,unknown,,,,
15185,LACMIP 6702,,,unknown,,,,unknown,,,,
15186,LACMIP 6703,,,unknown,,,,unknown,,,,
15187,LACMIP 6704,,,unknown,,,,unknown,,,,
15188,LACMIP 6705,,,unknown,,,,unknown,,,,
15189,LACMIP 6706,,,unknown,,,,unknown,,,,
15190,LACMIP 6707,,,unknown,,,,unknown,,,,
15191,LACMIP 6708,,,unknown,,,,unknown,,,,
15192,LACMIP 6709,,,unknown,,,,unknown,,,,
15193,LACMIP 6710,,,unknown,,,,unknown,,,,
15194,LACMIP 6711,,,unknown,,,,unknown,,,,
15195,LACMIP 6712,,,unknown,,,,unknown,,,,
15196,LACMIP 6713,,,unknown,,,,unknown,,,,
15197,LACMIP 6714,,,unknown,,,,unknown,,,,
15198,LACMIP 6715,,,unknown,,,,unknown,,,,
15199,LACMIP 6716,,,unknown,,,,unknown,,,,
15200,LACMIP 6717,,,unknown,,,,unknown,,,,
15201,LACMIP 6718,,,unknown,,,,unknown,,,,
15202,LACMIP 6720,,,unknown,,,,unknown,,,,
15203,LACMIP 6721,,,unknown,,,,unknown,,,,
15204,LACMIP 6722,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15205,LACMIP 6723,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15206,LACMIP 6724,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15207,LACMIP 6725,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15208,LACMIP 6726,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15209,LACMIP 6727,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15210,LACMIP 6728,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15211,LACMIP 6729,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15212,LACMIP 6730,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15213,LACMIP 6731,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15214,LACMIP 6732,VERBATIM COLLECTOR NAME: Y. Albi,FORMATTED COLLECTOR NAME: Yvonne Albi,Y. Albi,,,,Y. Albi,"Albi, Y.",,,
15215,LACMIP 6733,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15216,LACMIP 6734,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15217,LACMIP 6735,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15218,LACMIP 6736,VERBATIM COLLECTOR NAME: C. Stevens,FORMATTED COLLECTOR NAME: Calvin Stevens,C. Stevens,,,,C. Stevens,C. Stevens,,,
15219,LACMIP 6737,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15220,LACMIP 6738,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15221,LACMIP 6739,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15222,LACMIP 6740,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15223,LACMIP 6741,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15224,LACMIP 6742,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15225,LACMIP 6743,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15226,LACMIP 6744,,,unknown,,,,unknown,,,,
15227,LACMIP 6745,,,unknown,,,,unknown,,,,
15228,LACMIP 6746,,,unknown,,,,unknown,,,,
15229,LACMIP 6747,,,unknown,,,,unknown,,,,
15230,LACMIP 6748,,,unknown,,,,unknown,,,,
15231,LACMIP 6749,,,unknown,,,,unknown,,,,
15232,LACMIP 6750,,,unknown,,,,unknown,,,,
15233,LACMIP 6751,,,unknown,,,,unknown,,,,
15234,LACMIP 6752,,,unknown,,,,unknown,,,,
15235,LACMIP 6753,,,unknown,,,,unknown,,,,
15236,LACMIP 6754,,,unknown,,,,unknown,,,,
15237,LACMIP 6755,,,unknown,,,,unknown,,,,
15238,LACMIP 6756,,,unknown,,,,unknown,,,,
15239,LACMIP 6757,,,unknown,,,,unknown,,,,
15240,LACMIP 6758,,,unknown,,,,unknown,,,,
15241,LACMIP 6759,,,unknown,,,,unknown,,,,
15242,LACMIP 6760,,,unknown,,,,unknown,,,,
15243,LACMIP 6761,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15244,LACMIP 6762,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15245,LACMIP 6763,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15246,LACMIP 6764,,,unknown,,,,unknown,,,,
15247,LACMIP 6765,,,unknown,,,,unknown,,,,
15248,LACMIP 6766,,,unknown,,,,unknown,,,,
15249,LACMIP 6767,,,unknown,,,,unknown,,,,
15250,LACMIP 6768,,,unknown,,,,unknown,,,,
15251,LACMIP 6769,,,unknown,,,,unknown,,,,
15252,LACMIP 6770,,,unknown,,,,unknown,,,,
15253,LACMIP 6771,,,unknown,,,,unknown,,,,
15254,LACMIP 6772,,,unknown,,,,unknown,,,,
15255,LACMIP 6773,,,unknown,,,,unknown,,,,
15256,LACMIP 6774,,,unknown,,,,unknown,,,,
15257,LACMIP 6775,,,unknown,,,,unknown,,,,
15258,LACMIP 6776,,,unknown,,,,unknown,,,,
15259,LACMIP 6777,,,unknown,,,,unknown,,,,
15260,LACMIP 6778,,,unknown,,,,unknown,,,,
15261,LACMIP 6779,,,unknown,,,,unknown,,,,
15262,LACMIP 6780,,,unknown,,,,unknown,,,,
15263,LACMIP 6781,,,unknown,,,,unknown,,,,
15264,LACMIP 6782,,,unknown,,,,unknown,,,,
15265,LACMIP 6783,,,unknown,,,,unknown,,,,
15266,LACMIP 6784,,,unknown,,,,unknown,,,,
15267,LACMIP 6785,,,unknown,,,,unknown,,,,
15268,LACMIP 6786,,,unknown,,,,unknown,,,,
15269,LACMIP 6787,,,unknown,,,,unknown,,,,
15270,LACMIP 6788,,,unknown,,,,unknown,,,,
15271,LACMIP 6789,,,unknown,,,,unknown,,,,
15272,LACMIP 6790,,,unknown,,,,unknown,,,,
15273,LACMIP 6791,,,unknown,,,,unknown,,,,
15274,LACMIP 6792,,,unknown,,,,unknown,,,,
15275,LACMIP 6793,,,unknown,,,,unknown,,,,
15276,LACMIP 6794,,,unknown,,,,unknown,,,,
15277,LACMIP 6795,,,unknown,,,,unknown,,,,
15278,LACMIP 6796,,,unknown,,,,unknown,,,,
15279,LACMIP 6797,,,unknown,,,,unknown,,,,
15280,LACMIP 6798,,,unknown,,,,unknown,,,,
15281,LACMIP 6799,,,unknown,,,,unknown,,,,
15282,LACMIP 6800,,,unknown,,,,unknown,,,,
15283,LACMIP 6801,,,unknown,,,,unknown,,,,
15284,LACMIP 6802,,,unknown,,,,unknown,,,,
15285,LACMIP 6803,,,unknown,,,,unknown,,,,
15286,LACMIP 6804,,,unknown,,,,unknown,,,,
15287,LACMIP 6805,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15288,LACMIP 6806,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15289,LACMIP 6807,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15290,LACMIP 6808,VERBATIM COLLECTOR NAME: J. Szatai,FORMATTED COLLECTOR NAME: J. E. Szatai,J. Szatai,,,,J. Szatai,J. Szatai,,,
15291,LACMIP 6809,VERBATIM COLLECTOR NAME: J. Szatai,FORMATTED COLLECTOR NAME: J. E. Szatai,J. Szatai,,,,J. Szatai,J. Szatai,,,
15292,LACMIP 6810,,,unknown,,,,unknown,,,,
15293,LACMIP 6811,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15294,LACMIP 6812,,,unknown,,,,unknown,,,,
15295,LACMIP 6813,VERBATIM COLLECTOR NAME: G. Miller,FORMATTED COLLECTOR NAME: G. Miller,G. Miller,,,,G. Miller,G. Miller,,,
15296,LACMIP 6814,VERBATIM COLLECTOR NAME: G. Miller,FORMATTED COLLECTOR NAME: G. Miller,G. Miller,,,,G. Miller,G. Miller,,,
15298,LACMIP 6816,VERBATIM COLLECTOR NAME: G. Miller,FORMATTED COLLECTOR NAME: G. Miller,G. Miller,,,,G. Miller,G. Miller,,,
15299,LACMIP 6817,VERBATIM COLLECTOR NAME: G. Miller,FORMATTED COLLECTOR NAME: G. Miller,G. Miller,,,,G. Miller,G. Miller,,,
15300,LACMIP 6818,,,unknown,,,,unknown,,,,
15301,LACMIP 6819,,,unknown,,,,unknown,,,,
15302,LACMIP 6820,,,unknown,,,,unknown,,,,
15303,LACMIP 6821,,,unknown,,,,unknown,,,,
15304,LACMIP 6822,,,unknown,,,,unknown,,,,
15305,LACMIP 6823,,,unknown,,,,unknown,,,,
15306,LACMIP 6824,,,unknown,,,,unknown,,,,
15307,LACMIP 6825,,,unknown,,,,unknown,,,,
15308,LACMIP 6826,,,unknown,,,,unknown,,,,
15309,LACMIP 6827,,,unknown,,,,unknown,,,,
15310,LACMIP 6828,,,unknown,,,,unknown,,,,
15311,LACMIP 6829,,,unknown,,,,unknown,,,,
15312,LACMIP 6830,,,unknown,,,,unknown,,,,
15313,LACMIP 6831,,,unknown,,,,unknown,,,,
15314,LACMIP 6832,,,unknown,,,,unknown,,,,
15315,LACMIP 6833,,,unknown,,,,unknown,,,,
15316,LACMIP 6834,,,unknown,,,,unknown,,,,
15317,LACMIP 6835,,,unknown,,,,unknown,,,,
15318,LACMIP 6836,,,unknown,,,,unknown,,,,
15319,LACMIP 6837,,,unknown,,,,unknown,,,,
15320,LACMIP 6838,,,unknown,,,,unknown,,,,
15321,LACMIP 6839,,,unknown,,,,unknown,,,,
15322,LACMIP 6840,,,unknown,,,,unknown,,,,
15323,LACMIP 6841,,,unknown,,,,unknown,,,,
15324,LACMIP 6842,,,unknown,,,,unknown,,,,
15325,LACMIP 6843,,,unknown,,,,unknown,,,,
15326,LACMIP 6844,,,unknown,,,,unknown,,,,
15327,LACMIP 6845,,,unknown,,,,unknown,,,,
15328,LACMIP 6846,,,unknown,,,,unknown,,,,
15329,LACMIP 6847,,,unknown,,,,unknown,,,,
15330,LACMIP 6848,,,unknown,,,,unknown,,,,
15331,LACMIP 6849,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15332,LACMIP 6850,,,unknown,,,,unknown,,,,
15333,LACMIP 6851,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15334,LACMIP 6852,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15335,LACMIP 6853,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15336,LACMIP 6854,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15337,LACMIP 6855,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15338,LACMIP 6856,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15339,LACMIP 6857,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15340,LACMIP 6858,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15341,LACMIP 6859,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15342,LACMIP 6860,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15343,LACMIP 6861,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15344,LACMIP 6862,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15345,LACMIP 6863,VERBATIM COLLECTOR NAME: W. Easton,FORMATTED COLLECTOR NAME: W. Easton,W. Easton,,,,W. Easton,W. Easton,,,
15346,LACMIP 6864,,,unknown,,,,unknown,,,,
15347,LACMIP 6865,VERBATIM COLLECTOR NAME: E. East,FORMATTED COLLECTOR NAME: Edward H. East,E. East,,,,E. East,E. East,,,
15348,LACMIP 6866,,,unknown,,,,unknown,,,,
15349,LACMIP 6867,,,unknown,,,,unknown,,,,
15350,LACMIP 6868,,,unknown,,,,unknown,,,,
15351,LACMIP 6869,,,unknown,,,,unknown,,,,
15352,LACMIP 6870,,,unknown,,,,unknown,,,,
15353,LACMIP 6871,,,unknown,,,,unknown,,,,
15354,LACMIP 6872,,,unknown,,,,unknown,,,,
15355,LACMIP 6873,,,unknown,,,,unknown,,,,
15356,LACMIP 6874,,,unknown,,,,unknown,,,,
15357,LACMIP 6875,,,unknown,,,,unknown,,,,
15358,LACMIP 6876,,,unknown,,,,unknown,,,,
15359,LACMIP 6877,,,unknown,,,,unknown,,,,
15360,LACMIP 6878,,,unknown,,,,unknown,,,,
15361,LACMIP 6879,,,unknown,,,,unknown,,,,
15362,LACMIP 6880,,,unknown,,,,unknown,,,,
15363,LACMIP 6881,,,unknown,,,,unknown,,,,
15364,LACMIP 6882,,,unknown,,,,unknown,,,,
15365,LACMIP 6883,,,unknown,,,,unknown,,,,
15366,LACMIP 6884,,,unknown,,,,unknown,,,,
15368,LACMIP 6886,,,unknown,,,,unknown,,,,
15369,LACMIP 6887,,,unknown,,,,unknown,,,,
15370,LACMIP 6888,,,unknown,,,,unknown,,,,
15371,LACMIP 6889,,,unknown,,,,unknown,,,,
15372,LACMIP 6890,,,unknown,,,,unknown,,,,
15373,LACMIP 6891,,,unknown,,,,unknown,,,,
15374,LACMIP 6892,,,unknown,,,,unknown,,,,
15375,LACMIP 6893,,,unknown,,,,unknown,,,,
15376,LACMIP 6894,,,unknown,,,,unknown,,,,
15377,LACMIP 6895,,,unknown,,,,unknown,,,,
15378,LACMIP 6896,,,unknown,,,,unknown,,,,
15379,LACMIP 6897,,,unknown,,,,unknown,,,,
15380,LACMIP 6898,,,unknown,,,,unknown,,,,
15381,LACMIP 6899,,,unknown,,,,unknown,,,,
15382,LACMIP 6900,VERBATIM COLLECTOR NAME: J. Hazzard,FORMATTED COLLECTOR NAME: J. Hazzard,J. Hazzard,,,,J. Hazzard,J. Hazzard,,,
15383,LACMIP 6901,VERBATIM COLLECTOR NAME: E. Borax,FORMATTED COLLECTOR NAME: Edward Borax,E. Borax,,,,E. Borax,E. Borax,,,
15384,LACMIP 6902,VERBATIM COLLECTOR NAME: E. Borax,FORMATTED COLLECTOR NAME: Edward Borax,E. Borax,,,,E. Borax,E. Borax,,,
15385,LACMIP 6903,VERBATIM COLLECTOR NAME: E. Borax,FORMATTED COLLECTOR NAME: Edward Borax,E. Borax,,,,E. Borax,E. Borax,,,
15386,LACMIP 6904,VERBATIM COLLECTOR NAME: E. Borax,FORMATTED COLLECTOR NAME: Edward Borax,E. Borax,,,,E. Borax,E. Borax,,,
15387,LACMIP 6905,VERBATIM COLLECTOR NAME: E. Borax,FORMATTED COLLECTOR NAME: Edward Borax,E. Borax,,,,E. Borax,E. Borax,,,
15388,LACMIP 6906,VERBATIM COLLECTOR NAME: E. Borax,FORMATTED COLLECTOR NAME: Edward Borax,E. Borax,,,,E. Borax,E. Borax,,,
15389,LACMIP 6907,,,unknown,,,,unknown,,,,
15390,LACMIP 6908,VERBATIM COLLECTOR NAME: Y. Albi,FORMATTED COLLECTOR NAME: Yvonne Albi,Y. Albi,,,,Y. Albi,"Albi, Y.",,,
15391,LACMIP 6910,VERBATIM COLLECTOR NAME: W. Moore,FORMATTED COLLECTOR NAME: W. Moore,W. Moore,,,,W. Moore,W. Moore,,,
15392,LACMIP 6911,,,unknown,,,,unknown,,,,
15393,LACMIP 6912,,,unknown,,,,unknown,,,,
15394,LACMIP 6914,VERBATIM COLLECTOR NAME: D. Taylor,FORMATTED COLLECTOR NAME: D. Taylor,D. Taylor,,,,D. Taylor,D. Taylor,,,
15396,LACMIP 6916,VERBATIM COLLECTOR NAME: S. Berry,FORMATTED COLLECTOR NAME: S. Berry,S. Berry,,,,S. Berry,S. Berry,,,
15397,LACMIP 6917,VERBATIM COLLECTOR NAME: R. Drake,FORMATTED COLLECTOR NAME: R. J. Drake,R. Drake,,,,R. Drake,R. Drake,,,
15398,LACMIP 6918,VERBATIM COLLECTOR NAME: W. Gregg,FORMATTED COLLECTOR NAME: W. Gregg,W. Gregg,,,,W. Gregg,W. Gregg,,,
15399,LACMIP 6921,VERBATIM COLLECTOR NAME: R. Clark,FORMATTED COLLECTOR NAME: R. Clark,R. Clark,,,,R. Clark,R. Clark,,,
15400,LACMIP 6923,VERBATIM COLLECTOR NAME: J. Goedert,FORMATTED COLLECTOR NAME: J. Goedert,J. Goedert,,,,J. Goedert,J. Goedert,,,
15401,LACMIP 6924,VERBATIM COLLECTOR NAME: R. Raschke,FORMATTED COLLECTOR NAME: Rodney Raschke,R. Raschke,,,,R. Raschke,R. Raschke,,,
15402,LACMIP 6927,VERBATIM COLLECTOR NAME: D. Caldwell,FORMATTED COLLECTOR NAME: David Caldwell,D. Caldwell,,,,D. Caldwell,D. Caldwell,,,
15403,LACMIP 6928,VERBATIM COLLECTOR NAME: W. Beckley,FORMATTED COLLECTOR NAME: W. O. Beckley,W. Beckley,,,,W. Beckley,W. Beckley,,,
15404,LACMIP 6929,VERBATIM COLLECTOR NAME: E. Wilson,FORMATTED COLLECTOR NAME: Edward C. Wilson,E. Wilson,,,,E. Wilson,E. Wilson,,,
15405,LACMIP 6930,VERBATIM COLLECTOR NAME: P. Gavin,FORMATTED COLLECTOR NAME: P. T. Gavin,P. Gavin,,,,P. Gavin,P. Gavin,,,
15406,LACMIP 6932,VERBATIM COLLECTOR NAME: J. Winterer,FORMATTED COLLECTOR NAME: J. Winterer,J. Winterer,,,,J. Winterer,J. Winterer,,,
15407,LACMIP 6933,VERBATIM COLLECTOR NAME: J. Winterer,FORMATTED COLLECTOR NAME: J. Winterer,J. Winterer,,,,J. Winterer,J. Winterer,,,
15408,LACMIP 6934,VERBATIM COLLECTOR NAME: J. Winterer,FORMATTED COLLECTOR NAME: J. Winterer,J. Winterer,,,,J. Winterer,J. Winterer,,,
15409,LACMIP 6935,VERBATIM COLLECTOR NAME: J. Winterer,FORMATTED COLLECTOR NAME: J. Winterer,J. Winterer,,,,J. Winterer,J. Winterer,,,
15410,LACMIP 6936,VERBATIM COLLECTOR NAME: J. Goedert,FORMATTED COLLECTOR NAME: J. Goedert,J. Goedert,,,,J. Goedert,J. Goedert,,,
15411,LACMIP 6937,VERBATIM COLLECTOR NAME: J. Goedert,FORMATTED COLLECTOR NAME: J. Goedert,J. Goedert,,,,J. Goedert,J. Goedert,,,
15412,LACMIP 6938,VERBATIM COLLECTOR NAME: J. Goedert; W. Buchanan,FORMATTED COLLECTOR NAME: J. Goedert; W. Buchanan,J. Goedert,W. Buchanan,,,"J. Goedert, W. Buchanan",J. Goedert; W. Buchanan,,,
15413,LACMIP 6940,VERBATIM COLLECTOR NAME: M. Persion,FORMATTED COLLECTOR NAME: Michael E. Persion,M. Persion,,,,M. Persion,M. Persion,,,
15414,LACMIP 6941,VERBATIM COLLECTOR NAME: P. Kirkland,FORMATTED COLLECTOR NAME: P. Kirkland,P. Kirkland,,,,P. Kirkland,P. Kirkland,,,
15417,LACMIP 6945,,,unknown,,,,unknown,,,,
15418,LACMIP 6946,VERBATIM COLLECTOR NAME: A. Clark,FORMATTED COLLECTOR NAME: A. Clark,A. Clark,,,,A. Clark,A. Clark,,,
15419,LACMIP 6947,VERBATIM COLLECTOR NAME: R. Engel,FORMATTED COLLECTOR NAME: Rene Engel,R. Engel,,,,R. Engel,R. Engel,,,
15420,LACMIP 6948,VERBATIM COLLECTOR NAME: G. Cummings,FORMATTED COLLECTOR NAME: G. A. Cummings,G. Cummings,,,,G. Cummings,G. Cummings,,,
15422,LACMIP 6954,VERBATIM COLLECTOR NAME: C. Coney,FORMATTED COLLECTOR NAME: C. Clifton Coney,C. Coney,,,,C. Coney,C. Coney,,,
15423,LACMIP 6955,VERBATIM COLLECTOR NAME: C. Coney,FORMATTED COLLECTOR NAME: C. Clifton Coney,C. Coney,,,,C. Coney,C. Coney,,,
15424,LACMIP 6956,VERBATIM COLLECTOR NAME: C. Coney,FORMATTED COLLECTOR NAME: C. Clifton Coney,C. Coney,,,,C. Coney,C. Coney,,,
15425,LACMIP 6957,VERBATIM COLLECTOR NAME: J. Goedert,FORMATTED COLLECTOR NAME: J. Goedert,J. Goedert,,,,J. Goedert,J. Goedert,,,
15426,LACMIP 6958,VERBATIM COLLECTOR NAME: J. Goedert,FORMATTED COLLECTOR NAME: J. Goedert,J. Goedert,,,,J. Goedert,J. Goedert,,,
15427,LACMIP 6959,VERBATIM COLLECTOR NAME: J. Goedert,FORMATTED COLLECTOR NAME: J. Goedert,J. Goedert,,,,J. Goedert,J. Goedert,,,
15428,LACMIP 6960,VERBATIM COLLECTOR NAME: P. Owen; J. Alderson,FORMATTED COLLECTOR NAME: P. Owen; J. Alderson,P. Owen,J. Alderson,,,"P. Owen, J. Alderson",P. Owen; J. Alderson,,,
15444,LACMIP 6980,VERBATIM COLLECTOR NAME: J. Goedert,FORMATTED COLLECTOR NAME: J. Goedert,J. Goedert,,,,J. Goedert,J. Goedert,,,
15446,LACMIP 6988,VERBATIM COLLECTOR NAME: others; W. Woodring,FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,others; W. Woodring,,,
15450,LACMIP 6997,VERBATIM COLLECTOR NAME: R. Raschke,FORMATTED COLLECTOR NAME: Rodney Raschke,R. Raschke,,,,R. Raschke,R. Raschke,,,
15454,LACMIP 7005,VERBATIM COLLECTOR NAME: J. Timmons,FORMATTED COLLECTOR NAME: Joan Timmons,J. Timmons,,,,J. Timmons,J. Timmons,,,
15461,LACMIP 7041,VERBATIM COLLECTOR NAME: D. Scharf,FORMATTED COLLECTOR NAME: D. W. Scharf,D. Scharf,,,,D. Scharf,D. Scharf,,,
15462,LACMIP 7042,VERBATIM COLLECTOR NAME: D. Scharf,FORMATTED COLLECTOR NAME: D. W. Scharf,D. Scharf,,,,D. Scharf,D. Scharf,,,
15463,LACMIP 7043,VERBATIM COLLECTOR NAME: W. Popenoe; W. Woodring,FORMATTED COLLECTOR NAME: W. P. Popenoe; W. P. Woodring,W. P. Popenoe,W. Woodring,,,"W. P. Popenoe, W. Woodring",W. Popenoe; W. Woodring,,,
15464,LACMIP 7044,VERBATIM COLLECTOR NAME: C. Weaver,FORMATTED COLLECTOR NAME: C. E. Weaver,C. Weaver,,,,C. Weaver,C. Weaver,,,
15465,LACMIP 7045,VERBATIM COLLECTOR NAME: W. Popenoe,FORMATTED COLLECTOR NAME: W. P. Popenoe,W. P. Popenoe,,,,W. P. Popenoe,W. Popenoe,,,
15466,LACMIP 7047,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15467,LACMIP 7048,VERBATIM COLLECTOR NAME: D. Seidner,FORMATTED COLLECTOR NAME: Daniel Seidner,D. Seidner,,,,D. Seidner,D. Seidner,,,
15468,LACMIP 7049,VERBATIM COLLECTOR NAME: W. Woodring,FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,,,
15469,LACMIP 7051,VERBATIM COLLECTOR NAME: W. Popenoe,FORMATTED COLLECTOR NAME: W. P. Popenoe,W. P. Popenoe,,,,W. P. Popenoe,W. Popenoe,,,
15478,LACMIP 7060,VERBATIM COLLECTOR NAME: H. Wilson,FORMATTED COLLECTOR NAME: H. Wilson,H. Wilson,,,,H. Wilson,H. Wilson,,,
15479,LACMIP 7061,VERBATIM COLLECTOR NAME: H. Wilson,FORMATTED COLLECTOR NAME: H. Wilson,H. Wilson,,,,H. Wilson,H. Wilson,,,
15480,LACMIP 7062,VERBATIM COLLECTOR NAME: H. Wilson,FORMATTED COLLECTOR NAME: H. Wilson,H. Wilson,,,,H. Wilson,H. Wilson,,,
15481,LACMIP 7063,VERBATIM COLLECTOR NAME: H. Wilson,FORMATTED COLLECTOR NAME: H. Wilson,H. Wilson,,,,H. Wilson,H. Wilson,,,
15482,LACMIP 7064,VERBATIM COLLECTOR NAME: H. Wilson,FORMATTED COLLECTOR NAME: H. Wilson,H. Wilson,,,,H. Wilson,H. Wilson,,,
