index,SitSiteNumber,AdmOriginalData 1,AdmOriginalData 4,IPCollName_tab 1,IPCollName_tab 2,IPCollName_tab 3,IPCollName_tab 4,IPCollName_tab,IPCollName_tab (verbatim),IPStartDate0,IPEndDate0,Date (verbatim)
15483,LACMIP 7065,VERBATIM COLLECTOR NAME: H. Wilson,FORMATTED COLLECTOR NAME: H. Wilson,H. Wilson,,,,H. Wilson,H. Wilson,,,
15484,LACMIP 7066,VERBATIM COLLECTOR NAME: H. Wilson,FORMATTED COLLECTOR NAME: H. Wilson,H. Wilson,,,,H. Wilson,H. Wilson,,,
15485,LACMIP 7067,VERBATIM COLLECTOR NAME: H. Wilson,FORMATTED COLLECTOR NAME: H. Wilson,H. Wilson,,,,H. Wilson,H. Wilson,,,
15486,LACMIP 7068,VERBATIM COLLECTOR NAME: H. Wilson,FORMATTED COLLECTOR NAME: H. Wilson,H. Wilson,,,,H. Wilson,H. Wilson,,,
15487,LACMIP 7069,VERBATIM COLLECTOR NAME: J. Maxson,FORMATTED COLLECTOR NAME: J. H. Maxson,J. Maxson,,,,J. Maxson,J. Maxson,,,
15488,LACMIP 7070,VERBATIM COLLECTOR NAME: J. Tate,FORMATTED COLLECTOR NAME: J. M. Tate,J. Tate,,,,J. Tate,J. Tate,,,
15493,LACMIP 7075,VERBATIM COLLECTOR NAME: C. Coney,FORMATTED COLLECTOR NAME: C. Clifton Coney,C. Coney,,,,C. Coney,C. Coney,,,
15494,LACMIP 7076,VERBATIM COLLECTOR NAME: J. Gilliland,FORMATTED COLLECTOR NAME: J. H. Gilliland,J. Gilliland,,,,J. Gilliland,J. Gilliland,,,
15496,LACMIP 7079,VERBATIM COLLECTOR NAME: B. Moore,FORMATTED COLLECTOR NAME: Bernard N. Moore,B. Moore,,,,B. Moore,B. Moore,,,
15503,LACMIP 7086,VERBATIM COLLECTOR NAME: J. de Long,FORMATTED COLLECTOR NAME: James de Long,J. de Long,,,,J. de Long,J. de Long,,,
15506,LACMIP 7089,VERBATIM COLLECTOR NAME: others; S. Lohman,FORMATTED COLLECTOR NAME: S. Lohman,S. Lohman,,,,S. Lohman,others; S. Lohman,,,
15511,LACMIP 7094,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15526,LACMIP 7109,VERBATIM COLLECTOR NAME: M. Sperling; T. Kuhn,FORMATTED COLLECTOR NAME: M. Sperling; T. Kuhn,M. Sperling,T. Kuhn,,,"M. Sperling, T. Kuhn",M. Sperling; T. Kuhn,,,
15528,LACMIP 7111,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15530,LACMIP 7113,VERBATIM COLLECTOR NAME: J. de Long,FORMATTED COLLECTOR NAME: James de Long,J. de Long,,,,J. de Long,J. de Long,,,
15560,LACMIP 7145,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15568,LACMIP 7153,VERBATIM COLLECTOR NAME: W. Woodring,FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,,,
15570,LACMIP 7155,VERBATIM COLLECTOR NAME: R. Stewart; W. Woodring,FORMATTED COLLECTOR NAME: R. Stewart; W. P. Woodring,R. Stewart,W. Woodring,,,"R. Stewart, W. Woodring",R. Stewart; W. Woodring,,,
15571,LACMIP 7160,VERBATIM COLLECTOR NAME: A. Clark; W. Woodring,FORMATTED COLLECTOR NAME: A. Clark; W. P. Woodring,A. Clark,W. Woodring,,,"A. Clark, W. Woodring",A. Clark; W. Woodring,,,
15572,LACMIP 7162,VERBATIM COLLECTOR NAME: W. Popenoe,FORMATTED COLLECTOR NAME: W. P. Popenoe,W. P. Popenoe,,,,W. P. Popenoe,W. Popenoe,,,
15573,LACMIP 7163,VERBATIM COLLECTOR NAME: A. Clark; W. Woodring,FORMATTED COLLECTOR NAME: A. Clark; W. P. Woodring,A. Clark,W. Woodring,,,"A. Clark, W. Woodring",A. Clark; W. Woodring,,,
15574,LACMIP 7164,VERBATIM COLLECTOR NAME: A. Clark; W. Woodring,FORMATTED COLLECTOR NAME: A. Clark; W. P. Woodring,A. Clark,W. Woodring,,,"A. Clark, W. Woodring",A. Clark; W. Woodring,,,
15575,LACMIP 7165,VERBATIM COLLECTOR NAME: A. Clark; W. Woodring,FORMATTED COLLECTOR NAME: A. Clark; W. P. Woodring,A. Clark,W. Woodring,,,"A. Clark, W. Woodring",A. Clark; W. Woodring,,,
15579,LACMIP 7170,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15581,LACMIP 7173,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15583,LACMIP 7181,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15584,LACMIP 7182,VERBATIM COLLECTOR NAME: W. Woodring; H. Gale,FORMATTED COLLECTOR NAME: W. P. Woodring; H. A. Gale,W. Woodring,H. Gale,,,"W. Woodring, H. Gale",W. Woodring; H. Gale,,,
15585,LACMIP 7183,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15587,LACMIP 7185,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15588,LACMIP 7190,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15589,LACMIP 7191,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15590,LACMIP 7192,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15591,LACMIP 7193,VERBATIM COLLECTOR NAME: D. Scharf,FORMATTED COLLECTOR NAME: D. W. Scharf,D. Scharf,,,,D. Scharf,D. Scharf,,,
15592,LACMIP 7194,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15593,LACMIP 7195,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15594,LACMIP 7196,VERBATIM COLLECTOR NAME: W. Popenoe,FORMATTED COLLECTOR NAME: W. P. Popenoe,W. P. Popenoe,,,,W. P. Popenoe,W. Popenoe,,,
15595,LACMIP 7198,VERBATIM COLLECTOR NAME: B. Moore,FORMATTED COLLECTOR NAME: Bernard N. Moore,B. Moore,,,,B. Moore,B. Moore,,,
15596,LACMIP 7199,VERBATIM COLLECTOR NAME: T. Clements,FORMATTED COLLECTOR NAME: Thomas Clements,T. Clements,,,,T. Clements,T. Clements,,,
15598,LACMIP 7206,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15599,LACMIP 7207,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15600,LACMIP 7208,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15601,LACMIP 7209,VERBATIM COLLECTOR NAME: D. Scharf,FORMATTED COLLECTOR NAME: D. W. Scharf,D. Scharf,,,,D. Scharf,D. Scharf,,,
15603,LACMIP 7211,VERBATIM COLLECTOR NAME: R. Lupher,FORMATTED COLLECTOR NAME: R. Lupher,R. Lupher,,,,R. Lupher,R. Lupher,,,
15604,LACMIP 7212,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15607,LACMIP 7215,VERBATIM COLLECTOR NAME: N. Tegland,FORMATTED COLLECTOR NAME: N. M. Tegland,N. Tegland,,,,N. Tegland,N. Tegland,,,
15609,LACMIP 7217,,,unknown,,,,unknown,,,,
15611,LACMIP 7219,VERBATIM COLLECTOR NAME: Campbell,FORMATTED COLLECTOR NAME: Campbell,Campbell,,,,Campbell,Campbell,,,
15614,LACMIP 7223,VERBATIM COLLECTOR NAME: others; J. Alderson,FORMATTED COLLECTOR NAME: J. Alderson,J. Alderson,,,,J. Alderson,others; J. Alderson,,,
15616,LACMIP 7225,VERBATIM COLLECTOR NAME: L. Gazin,FORMATTED COLLECTOR NAME: Lewis Gazin,L. Gazin,,,,L. Gazin,L. Gazin,,,
15617,LACMIP 7226,VERBATIM COLLECTOR NAME: L. Gazin,FORMATTED COLLECTOR NAME: Lewis Gazin,L. Gazin,,,,L. Gazin,L. Gazin,,,
15630,LACMIP 7239,,,unknown,,,,unknown,,,,
15631,LACMIP 7240,,,unknown,,,,unknown,,,,
15632,LACMIP 7241,,,unknown,,,,unknown,,,,
15633,LACMIP 7242,VERBATIM COLLECTOR NAME: B. Clark; W. Woodring,FORMATTED COLLECTOR NAME: B. Clark; W. P. Woodring,B. Clark,W. Woodring,,,"B. Clark, W. Woodring",B. Clark; W. Woodring,,,
15638,LACMIP 7257,VERBATIM COLLECTOR NAME: W. Woodring,FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,,,
15639,LACMIP 7258,VERBATIM COLLECTOR NAME: L. Hookway; A. Clark,FORMATTED COLLECTOR NAME: L. C. Hookway; A. Clark,L. Hookway,A. Clark,,,"L. Hookway, A. Clark",L. Hookway; A. Clark,,,
15644,LACMIP 7267,VERBATIM COLLECTOR NAME: E. Baddley,FORMATTED COLLECTOR NAME: Elmer Baddley,E. Baddley,,,,E. Baddley,E. Baddley,,,
15659,LACMIP 7288,VERBATIM COLLECTOR NAME: A. Fischer,FORMATTED COLLECTOR NAME: A. G. Fischer,A. Fischer,,,,A. Fischer,A. Fischer,,,
15663,LACMIP 7296,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15664,LACMIP 7300,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15665,LACMIP 7301,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15666,LACMIP 7303,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15667,LACMIP 7304,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15668,LACMIP 7305,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15669,LACMIP 7306,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15670,LACMIP 7309,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15671,LACMIP 7310,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15672,LACMIP 7311,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15673,LACMIP 7312,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15675,LACMIP 7314,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15676,LACMIP 7315,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15677,LACMIP 7316,,,unknown,,,,unknown,,,,
15678,LACMIP 7319,,,unknown,,,,unknown,,,,
15679,LACMIP 7321,,,unknown,,,,unknown,,,,
15680,LACMIP 7322,,,unknown,,,,unknown,,,,
15681,LACMIP 7323,,,unknown,,,,unknown,,,,
15682,LACMIP 7324,,,unknown,,,,unknown,,,,
15683,LACMIP 7326,,,unknown,,,,unknown,,,,
15684,LACMIP 7327,,,unknown,,,,unknown,,,,
15685,LACMIP 7328,,,unknown,,,,unknown,,,,
15686,LACMIP 7330,,,unknown,,,,unknown,,,,
15687,LACMIP 7331,,,unknown,,,,unknown,,,,
15688,LACMIP 7332,,,unknown,,,,unknown,,,,
15689,LACMIP 7333,,,unknown,,,,unknown,,,,
15690,LACMIP 7334,,,unknown,,,,unknown,,,,
15691,LACMIP 7335,,,unknown,,,,unknown,,,,
15692,LACMIP 7336,,,unknown,,,,unknown,,,,
15693,LACMIP 7337,,,unknown,,,,unknown,,,,
15694,LACMIP 7338,,,unknown,,,,unknown,,,,
15695,LACMIP 7339,,,unknown,,,,unknown,,,,
15696,LACMIP 7340,,,unknown,,,,unknown,,,,
15697,LACMIP 7341,,,unknown,,,,unknown,,,,
15698,LACMIP 7342,,,unknown,,,,unknown,,,,
15699,LACMIP 7343,,,unknown,,,,unknown,,,,
15700,LACMIP 7344,,,unknown,,,,unknown,,,,
15701,LACMIP 7345,,,unknown,,,,unknown,,,,
15702,LACMIP 7346,,,unknown,,,,unknown,,,,
15703,LACMIP 7348,,,unknown,,,,unknown,,,,
15704,LACMIP 7349,,,unknown,,,,unknown,,,,
15705,LACMIP 7350,,,unknown,,,,unknown,,,,
15706,LACMIP 7352,,,unknown,,,,unknown,,,,
15707,LACMIP 7353,,,unknown,,,,unknown,,,,
15708,LACMIP 7354,,,unknown,,,,unknown,,,,
15709,LACMIP 7355,,,unknown,,,,unknown,,,,
15710,LACMIP 7356,,,unknown,,,,unknown,,,,
15711,LACMIP 7357,,,unknown,,,,unknown,,,,
15712,LACMIP 7358,,,unknown,,,,unknown,,,,
15713,LACMIP 7359,,,unknown,,,,unknown,,,,
15714,LACMIP 7360,,,unknown,,,,unknown,,,,
15715,LACMIP 7361,,,unknown,,,,unknown,,,,
15716,LACMIP 7362,,,unknown,,,,unknown,,,,
15717,LACMIP 7363,,,unknown,,,,unknown,,,,
15718,LACMIP 7364,,,unknown,,,,unknown,,,,
15719,LACMIP 7366,,,unknown,,,,unknown,,,,
15720,LACMIP 7368,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15721,LACMIP 7369,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15722,LACMIP 7371,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15723,LACMIP 7373,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15724,LACMIP 7374,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15726,LACMIP 7376,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15727,LACMIP 7377,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15729,LACMIP 7379,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15730,LACMIP 7380,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15731,LACMIP 7382,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15732,LACMIP 7383,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15733,LACMIP 7384,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15734,LACMIP 7386,VERBATIM COLLECTOR NAME: W. Popenoe; D. Scharf,FORMATTED COLLECTOR NAME: W. P. Popenoe; D. W. Scharf,W. P. Popenoe,D. Scharf,,,"W. P. Popenoe, D. Scharf",W. Popenoe; D. Scharf,,,
15735,LACMIP 7387,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15736,LACMIP 7388,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15737,LACMIP 7389,VERBATIM COLLECTOR NAME: J. Goedert,FORMATTED COLLECTOR NAME: J. Goedert,J. Goedert,,,,J. Goedert,J. Goedert,,,
15738,LACMIP 7390,,,unknown,,,,unknown,,,,
15739,LACMIP 7391,VERBATIM COLLECTOR NAME: T. Asaeda,FORMATTED COLLECTOR NAME: Toshio Asaeda,T. Asaeda,,,,T. Asaeda,T. Asaeda,,,
15740,LACMIP 7392,,,unknown,,,,unknown,,,,
15741,LACMIP 7393,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15742,LACMIP 7394,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15743,LACMIP 7395,,,unknown,,,,unknown,,,,
15744,LACMIP 7396,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15745,LACMIP 7397,,,unknown,,,,unknown,,,,
15746,LACMIP 7398,,,unknown,,,,unknown,,,,
15747,LACMIP 7399,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15748,LACMIP 7400,,,unknown,,,,unknown,,,,
15749,LACMIP 7401,,,unknown,,,,unknown,,,,
15751,LACMIP 7403,,,unknown,,,,unknown,,,,
15752,LACMIP 7404,VERBATIM COLLECTOR NAME: K. Lohman; W. Woodring,FORMATTED COLLECTOR NAME: K. Lohman; W. P. Woodring,K. Lohman,W. Woodring,,,"K. Lohman, W. Woodring",K. Lohman; W. Woodring,,,
15754,LACMIP 7406,,,unknown,,,,unknown,,,,
15755,LACMIP 7407,,,unknown,,,,unknown,,,,
15757,LACMIP 7409,,,unknown,,,,unknown,,,,
15759,LACMIP 7411,VERBATIM COLLECTOR NAME: W. Woodring,FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,,,
15760,LACMIP 7412,,,unknown,,,,unknown,,,,
15762,LACMIP 7414,,,unknown,,,,unknown,,,,
15763,LACMIP 7415,,,unknown,,,,unknown,,,,
15764,LACMIP 7416,,,unknown,,,,unknown,,,,
15765,LACMIP 7417,,,unknown,,,,unknown,,,,
15767,LACMIP 7419,VERBATIM COLLECTOR NAME: B. Clark; W. Woodring,FORMATTED COLLECTOR NAME: B. Clark; W. P. Woodring,B. Clark,W. Woodring,,,"B. Clark, W. Woodring",B. Clark; W. Woodring,,,
15768,LACMIP 7420,VERBATIM COLLECTOR NAME: B. Clark; W. Woodring,FORMATTED COLLECTOR NAME: B. Clark; W. P. Woodring,B. Clark,W. Woodring,,,"B. Clark, W. Woodring",B. Clark; W. Woodring,,,
15769,LACMIP 7421,,,unknown,,,,unknown,,,,
15771,LACMIP 7423,,,unknown,,,,unknown,,,,
15772,LACMIP 7424,,,unknown,,,,unknown,,,,
15773,LACMIP 7425,,,unknown,,,,unknown,,,,
15774,LACMIP 7426,,,unknown,,,,unknown,,,,
15777,LACMIP 7429,,,unknown,,,,unknown,,,,
15784,LACMIP 7436,,,unknown,,,,unknown,,,,
15795,LACMIP 7447,,,unknown,,,,unknown,,,,
15796,LACMIP 7448,,,unknown,,,,unknown,,,,
15798,LACMIP 7450,,,unknown,,,,unknown,,,,
15799,LACMIP 7451,VERBATIM COLLECTOR NAME: J. Maxson,FORMATTED COLLECTOR NAME: J. H. Maxson,J. Maxson,,,,J. Maxson,J. Maxson,,,
15805,LACMIP 7457,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15811,LACMIP 7463,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15812,LACMIP 7464,VERBATIM COLLECTOR NAME: W. Popenoe,FORMATTED COLLECTOR NAME: W. P. Popenoe,W. P. Popenoe,,,,W. P. Popenoe,W. Popenoe,,,
15827,LACMIP 7479,,,unknown,,,,unknown,,,,
15837,LACMIP 7489,VERBATIM COLLECTOR NAME: W. Woodring,FORMATTED COLLECTOR NAME: W. P. Woodring,W. Woodring,,,,W. Woodring,W. Woodring,,,
15839,LACMIP 7491,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15842,LACMIP 7494,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15847,LACMIP 7499,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15850,LACMIP 7502,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15852,LACMIP 7504,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15857,LACMIP 7509,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15861,LACMIP 7513,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15862,LACMIP 7514,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15863,LACMIP 7515,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15864,LACMIP 7516,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15865,LACMIP 7517,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15866,LACMIP 7518,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15867,LACMIP 7519,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15868,LACMIP 7520,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15869,LACMIP 7521,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15870,LACMIP 7522,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15871,LACMIP 7523,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15872,LACMIP 7524,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15873,LACMIP 7525,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15874,LACMIP 7526,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15875,LACMIP 7527,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15876,LACMIP 7528,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15877,LACMIP 7529,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15878,LACMIP 7530,VERBATIM COLLECTOR NAME: G. Taylor,FORMATTED COLLECTOR NAME: G. Taylor,G. Taylor,,,,G. Taylor,G. Taylor,,,
15879,LACMIP 7531,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15880,LACMIP 7532,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15881,LACMIP 7533,VERBATIM COLLECTOR NAME: W. Findlay,FORMATTED COLLECTOR NAME: W. Findlay,W. Findlay,,,,W. Findlay,W. Findlay,,,
15882,LACMIP 7534,VERBATIM COLLECTOR NAME: G. Anderson,FORMATTED COLLECTOR NAME: G. Anderson,G. Anderson,,,,G. Anderson,G. Anderson,,,
15883,LACMIP 7535,VERBATIM COLLECTOR NAME: see below,,unknown,,,,unknown,see below,,,
15884,LACMIP 7536,VERBATIM COLLECTOR NAME: W. Popenoe,FORMATTED COLLECTOR NAME: W. P. Popenoe,W. P. Popenoe,,,,W. P. Popenoe,W. Popenoe,,,
15885,LACMIP 7537,VERBATIM COLLECTOR NAME: W. Popenoe,FORMATTED COLLECTOR NAME: W. P. Popenoe,W. P. Popenoe,,,,W. P. Popenoe,W. Popenoe,,,
